NP_570602.2	A1BG
NP_002809.2	PSME2
NP_004568.2	PSPH
NP_000943.1	PTAFR
NP_002810.1	PTBP1
NP_789787.5	TAS2R38
NP_000255.2	PTCH1
NP_001077072.1	PTCH1
NP_000305.3	PTEN
NP_000944.1	PTGDR
NP_000945.3	PTGDS
NP_000946.2	PTGER1
NP_000947.2	PTGER2
NP_942012.1	PTGER3
NP_000949.1	PTGER4
NP_000950.1	PTGFR
NP_065173.2	PTGFRN
NP_000951.1	PTGIR
NP_000952.1	PTGIS
NP_000306.1	PTH
NP_000953.2	PTGS1
NP_000954.1	PTGS2
NP_945316.1	PTHLH
NP_000307.1	PTH1R
NP_005039.1	PTH2R
NP_001339631.1	PTK2
NP_005966.1	PTK6
NP_002812.2	PTK7
NP_002813.3	TWF1
NP_002814.3	PTMA
NP_002815.3	PTMS
NP_002816.1	PTN
NP_002817.2	QSOX1
NP_002818.1	PTPN1
NP_002819.2	PTPN2
NP_002820.3	PTPN3
NP_002821.1	PTPN4
NP_002822.2	PTPN6
NP_002823.4	PTPN7
NP_002824.1	PTPN9
NP_002825.3	PTPN11
NP_002826.3	PTPN12
NP_542414.1	PTPN13
NP_005392.2	PTPN14
NP_001372234.1	PTPRA
NP_001103224.1	PTPRB
NP_002829.3	PTPRC
NP_002830.1	PTPRD
NP_005599.1	PTPRCAP
NP_006495.1	PTPRE
NP_002831.2	PTPRF
NP_002832.3	PTPRG
NP_002833.4	PTPRH
NP_002834.3	PTPRJ
NP_002835.2	PTPRK
NP_001098714.1	PTPRM
NP_002837.1	PTPRN
NP_002838.2	PTPRN2
NP_109592.1	PTPRO
NP_002840.2	PTPRR
NP_002841.3	PTPRS
NP_002842.2	PTPRZ1
NP_000308.1	PTS
NP_002843.2	PTX3
NP_002844.1	RAD1
NP_005850.1	PURA
NP_150093.1	PURB
NP_001302461.1	PVALB
NP_006496.4	PVR
NP_002846.3	NECTIN1
NP_001036189.1	NECTIN2
NP_005040.2	PWP2
NP_002848.1	PEX19
NP_002849.1	ABCD3
NP_005041.1	ABCD4
NP_061133.1	PXMP2
NP_000309.2	PEX2
NP_001372910.1	PXN
NP_001338061.1	PEX5
NP_008838.2	PYCR1
NP_002851.2	ALDH18A1
NP_002852.1	PCYT2
NP_002853.2	PYGB
NP_002854.3	PYGL
NP_005600.1	PYGM
NP_002855.2	PZP
NP_005042.1	QARS1
NP_000311.2	QDPR
NP_004152.1	RAB1A
NP_002856.1	RAB2A
NP_004752.1	RGL2
NP_002857.1	RAB3A
NP_002858.2	RAB3B
NP_037533.2	RAB3IL1
NP_004569.2	RAB4A
NP_004153.2	RAB5A
NP_002859.1	RAB5B
NP_942599.1	RAB6A
NP_004570.2	MAP4K2
NP_002861.1	RAB13
NP_899058.1	RAB27A
NP_004154.2	RAB27B
NP_878256.1	RABGGTA
NP_004573.2	RABGGTB
NP_002862.2	RABIF
NP_004574.2	RAB5C
NP_008839.2	RAC1
NP_002863.1	RAC2
NP_005043.1	RAC3
NP_004575.1	RAD9A
NP_579916.1	RAD17
NP_006256.1	RAD21
NP_005044.1	RAD23A
NP_002865.1	RAD23B
NP_002866.2	RAD51
NP_478123.1	RAD51C
NP_598194.1	RAD51B
NP_055041.1	MOK
NP_002869.3	RAD51D
NP_602296.2	RAD52
NP_002871.1	RAF1
NP_000439.2	RAG1
NP_000527.2	RAG2
NP_005393.2	RALA
NP_002872.1	RALB
NP_006257.1	RALGDS
NP_006316.1	RAN
NP_001265568.1	RANBP1
NP_006258.3	RANBP2
NP_002874.1	RANGAP1
NP_002875.1	RAP1A
NP_001010942.1	RAP1B
NP_002876.2	RAP1GAP
NP_001093897.1	RAP1GDS1
NP_066361.1	RAP2A
NP_002877.2	RAP2B
NP_005046.2	RAPSN
NP_000955.1	RARA
NP_000956.2	RARB
NP_000957.1	RARG
NP_002878.2	RARS1
NP_996846.1	RARRES1
NP_002880.1	RARRES2
NP_004576.2	PLAAT4
NP_002881.1	RASA1
NP_006497.2	RASA2
NP_001139120.1	RASGRF1
NP_008840.1	RASGRF2
NP_000312.2	RB1
NP_002883.3	ARID4A
NP_001036068.1	KDM5A
NP_005601.1	RBBP4
NP_005048.2	RBBP5
NP_008841.2	RBBP6
NP_002884.1	RBBP7
NP_002885.1	RBBP8
NP_002886.2	RBL1
NP_005602.3	RBL2
NP_006734.1	RBM3
NP_002887.2	RBM4
NP_058520.1	RBMS1
NP_002889.1	RBMS2
NP_005049.1	RBMY1A1
NP_002890.2	RBP1
NP_004155.2	RBP2
NP_002891.1	RBP3
NP_006735.2	RBP4
NP_002892.1	RCN1
NP_002893.1	RCN2
NP_064445.2	OPN1LW
NP_002894.1	RCVRN
NP_002896.2	RDH5
NP_000313.2	PRPH2
NP_002897.1	RDX
NP_002898.2	RECQL
NP_001278675.1	REL
NP_002900.2	REG1A
NP_006498.1	REG1B
NP_068810.3	RELA
NP_006500.2	RELB
NP_000528.1	REN
NP_002901.2	RENBP
NP_002902.2	UPF1
NP_006259.1	DPF2
NP_005603.3	REST
NP_066124.1	RET
NP_001359007.1	REV3L
NP_002904.3	RFC1
NP_852136.1	RFC2
NP_002906.1	RFC3
NP_002907.1	RFC4
NP_031396.1	RFC5
NP_002908.1	RFNG
NP_006501.1	TRIM27
NP_066306.2	RFPL1
NP_002909.4	RFX1
NP_000626.2	RFX2
NP_001269045.1	RFX3
NP_998759.1	RFX4
NP_001020774.1	RFX5
NP_000529.1	RFXAP
NP_001012738.1	RGR
NP_002913.3	RGS1
NP_002914.1	RGS2
NP_001381096.1	RGS3
NP_005604.1	RGS4
NP_001351815.1	RGS7
NP_001005339.1	RGS10
NP_001381083.1	RGS12
NP_002918.1	RGS13
NP_002919.3	RGS16
NP_000315.2	RHAG
NP_065231.4	RHCE
NP_057208.3	RHD
NP_005605.1	RHEB
NP_000530.1	RHO
NP_002920.1	GRK1
NP_008842.1	RLN1
NP_002921.1	RIT2
NP_002922.2	RING1
NP_008843.1	RIT1
NP_000317.1	RLBP1
NP_036553.2	RLF
NP_604390.1	RLN2
NP_002924.1	RNASE1
NP_002925.1	RNASE2
NP_002926.2	RNASE3
NP_002928.1	RNASE4
NP_005606.1	RNASE6
NP_066956.1	RNASEL
NP_009143.1	RNF2
NP_005095.1	BRD2
NP_002929.1	RNF4
NP_008844.1	RNF5
NP_005968.1	RNF6
NP_976321.1	RNH1
NP_064601.3	RNPEP
NP_002931.2	ABCE1
NP_002932.1	ROBO1
NP_001382585.1	ROBO2
NP_005397.1	ROCK1
NP_000318.2	ROM1
NP_599023.1	RORA
NP_008845.2	RORB
NP_005051.2	RORC
NP_001365831.1	ROS1
NP_976033.1	RP9
NP_006260.1	RP1
NP_008846.2	RP2
NP_001030025.1	RPGR
NP_002936.1	RPA1
NP_002937.1	RPA2
NP_002938.1	RPA3
NP_954699.1	RPE
NP_000320.1	RPE65
NP_000958.1	RPL3
NP_005052.1	RPL3L
NP_000959.2	RPL4
NP_000960.2	RPL5
NP_000961.2	RPL6
NP_000962.2	RPL7
NP_000963.1	RPL7A
NP_001304711.1	RPL8
NP_000652.2	RPL9
NP_006004.3	RPL10
NP_000966.2	RPL11
NP_000967.1	RPL12
NP_000968.2	RPL13
NP_002939.2	RPL15
NP_001030178.1	RPL17
NP_000970.1	RPL18
NP_000971.1	RPL18A
NP_000972.1	RPL19
NP_000973.2	RPL21
NP_000974.1	RPL22
NP_000975.2	RPL23A
NP_066957.3	MRPL23
NP_000977.1	RPL24
NP_000978.1	RPL26
NP_000979.1	RPL27
NP_000980.1	RPL30
NP_000981.1	RPL27A
NP_000982.2	RPL28
NP_000983.1	RPL29
NP_000984.1	RPL31
NP_000985.1	RPL32
NP_001306165.1	RPL34
NP_000987.2	RPL35A
NP_000992.1	RPL36AL
NP_000988.1	RPL37
NP_000989.1	RPL37A
NP_000990.1	RPL38
NP_000991.1	RPL39
NP_001030344.1	RPL41
NP_066357.3	RPL36A
NP_000993.1	RPLP0
NP_000994.1	RPLP1
NP_000995.1	RPLP2
NP_002940.2	MRPL12
NP_203526.1	MRPS12
NP_002941.1	RPN1
NP_002942.2	RPN2
NP_002943.2	RPS2
NP_000996.2	RPS3
NP_000997.1	RPS3A
NP_000998.1	RPS4X
NP_000999.1	RPS4Y1
NP_001000.2	RPS5
NP_001001.2	RPS6
NP_002944.2	RPS6KA1
NP_066958.2	RPS6KA2
NP_004577.1	RPS6KA3
NP_003152.1	RPS6KB1
NP_003943.2	RPS6KB2
NP_001002.1	RPS7
NP_001003.1	RPS8
NP_001004.2	RPS9
NP_001005.1	RPS10
NP_001006.1	RPS11
NP_001007.2	RPS12
NP_001008.1	RPS13
NP_005608.1	RPS14
NP_001009.1	RPS15
NP_001010.2	RPS15A
NP_001011.1	RPS16
NP_001012.1	RPS17
NP_072045.1	RPS18
NP_001013.1	RPS19
NP_001014.1	RPS20
NP_001015.1	RPS21
NP_001016.1	RPS23
NP_148982.1	RPS24
NP_001019.1	RPS25
NP_001020.2	RPS26
NP_001021.1	RPS27
NP_002945.1	RPS27A
NP_001022.1	RPS28
NP_001023.1	RPS29
NP_004156.1	RRAD
NP_006261.1	RRAS
NP_001352542.1	RRBP1
NP_001003699.1	RREB1
NP_001024.1	RRM1
NP_001025.1	RRM2
NP_001015055.1	RTKN
NP_000321.1	RS1
NP_006502.1	RSC1A1
NP_001234926.1	CLIP1
NP_036557.1	RSU1
NP_066959.1	RTN1
NP_005610.1	RTN2
NP_002948.1	RXRA
NP_068811.1	RXRB
NP_008848.1	RXRG
NP_002949.2	RYK
NP_000531.2	RYR1
NP_001026.2	RYR2
NP_001027.3	RYR3
NP_006262.1	S100A1
NP_002950.3	SORT1
NP_005969.2	S100A2
NP_002951.1	S100A3
NP_002952.1	S100A4
NP_001381161.1	S100A5
NP_055439.1	S100A6
NP_002954.2	S100A7
NP_002955.2	S100A8
NP_002956.1	S100A9
NP_002957.1	S100A10
NP_005611.1	S100A11
NP_005612.1	S100A12
NP_001019382.1	S100A13
NP_006263.1	S100B
NP_005971.1	S100P
NP_954630.2	SAA1
NP_110381.2	SAA2
NP_006503.2	SAA4
NP_072047.4	VPS52
NP_001188267.1	SAFB
NP_000532.2	SAG
NP_005613.2	ACSM3
NP_001351493.1	SALL2
NP_002959.2	SALL1
NP_002960.2	MAPK12
NP_006504.2	SARS1
NP_005972.1	TSPAN31
NP_002961.1	SAT1
NP_002962.1	SATB1
NP_002963.2	SBF1
NP_006736.1	MSMO1
NP_008849.2	SC5D
NP_001121636.1	ATXN1
NP_001359503.1	ATXN2
NP_001364334.1	ATXN7
NP_008850.1	SERPINB3
NP_002965.1	SERPINB4
NP_005054.3	SCD
NP_002966.1	CLEC11A
NP_001032629.1	SCML1
NP_001159435.1	SCN1A
NP_001028.1	SCN1B
NP_001035232.1	SCN2A
NP_001358175.1	SCN2A
NP_004579.1	SCN2B
NP_008853.3	SCN3A
NP_000325.4	SCN4A
NP_777594.1	SCN4B
NP_001092874.1	SCN5A
NP_000326.2	SCN5A
NP_002967.2	SCN7A
NP_055006.1	SCN8A
NP_001317189.1	SCN8A
NP_001352465.1	SCN9A
NP_006505.4	SCN10A
NP_001029.1	SCNN1A
NP_000327.2	SCNN1B
NP_001123885.2	SCNN1D
NP_001030.2	SCNN1G
NP_004580.1	SCO1
NP_002970.2	SCP2
NP_068739.1	SCT
NP_002971.2	SCTR
NP_001092284.1	SRL
NP_002972.1	CCL1
NP_002973.1	CCL2
NP_002974.1	CCL3
NP_066286.1	CCL3L1
NP_002975.1	CCL4
NP_002976.2	CCL5
NP_006264.2	CCL7
NP_005614.2	CCL8
NP_002977.1	CCL11
NP_005399.1	CCL13
NP_116739.1	CCL14
NP_116741.2	CCL15
NP_004581.1	CCL16
NP_002978.1	CCL17
NP_002979.1	CCL18
NP_006265.1	CCL19
NP_004582.1	CCL20
NP_002980.1	CCL21
NP_002981.2	CCL22
NP_005055.3	CCL23
NP_002982.2	CCL24
NP_005615.2	CCL25
NP_002984.1	CXCL6
NP_005400.1	CXCL11
NP_002985.1	CXCL5
NP_002986.1	XCL1
NP_002987.1	CX3CL1
NP_002988.4	SDC1
NP_002989.2	SDC2
NP_002990.2	SDC4
NP_005616.2	SDCBP
NP_954637.1	CXCL12
NP_008854.2	SDF2
NP_004159.2	SDHA
NP_002991.2	SDHB
NP_002992.1	SDHC
NP_002993.1	SDHD
NP_899195.1	SEC13
NP_001137470.2	SEC14L1
NP_002995.1	SECTM1
NP_001011658.1	TRAPPC2
NP_005056.3	SEL1L
NP_000441.2	SELE
NP_000646.3	SELL
NP_002996.2	SELP
NP_002997.2	SELPLG
NP_004177.3	SEMA3F
NP_002998.1	SEMG1
NP_002999.1	SEMG2
NP_005401.3	SELENOP
NP_003000.1	SELENOW
NP_003001.1	MAP2K4
NP_003002.2	SET
NP_006506.3	SETMAR
NP_005057.1	SFPQ
NP_003003.3	SFRP1
NP_003004.1	SFRP2
NP_003005.2	SFRP4
NP_003006.2	SFRP5
NP_008855.1	SRSF1
NP_001182356.1	SRSF2
NP_003008.1	SRSF3
NP_005617.2	SRSF4
NP_001307143.1	SRSF5
NP_006266.2	SRSF6
NP_001026854.1	SRSF7
NP_004583.2	SFSWAP
NP_004584.1	TRA2B
NP_000533.4	SFTPB
NP_001304707.1	SFTPC
NP_003010.4	SFTPD
NP_000014.1	SGCA
NP_000223.1	SGCB
NP_000328.2	SGCD
NP_000222.2	SGCG
NP_001137148.1	SGK1
NP_001138229.1	SCG5
NP_000190.1	SGSH
NP_003012.1	SGTA
NP_031367.2	SH3BGR
NP_003013.1	SH3BGRL
NP_001116153.1	SH3BP2
NP_003015.2	ITSN1
NP_003016.1	SH3GL1
NP_003017.1	SH3GL2
NP_003018.3	SH3GL3
NP_003019.2	SHB
NP_001031.2	SHBG
NP_001123512.1	SHC1
NP_071322.2	FBXW4
NP_000184.1	SHH
NP_004160.3	SHMT1
NP_005403.2	SHMT2
NP_000442.1	SHOX
NP_001157150.1	SHOX2
NP_001032.2	SI
NP_003022.3	SIAH1
NP_005058.3	SIAH2
NP_775323.1	ST6GAL1
NP_775479.1	ST3GAL1
NP_008858.1	ST3GAL2
NP_001241686.1	ST3GAL4
NP_006270.1	ST3GAL3
NP_003025.1	ST8SIA1
NP_001371290.1	PMEL
NP_001041631.1	STIL
NP_005059.2	SIM1
NP_005060.1	SIM2
NP_006738.3	SIPA1
NP_005973.1	SIX1
NP_005404.1	SIX3
NP_003027.1	SKI
NP_005405.2	SKIL
NP_008860.4	SKIC2
NP_733779.1	SKP1
NP_005974.2	SKP2
NP_001039021.1	SLA
NP_003028.1	SLAMF1
NP_004161.4	SLC1A1
NP_004162.2	SLC1A2
NP_004163.3	SLC1A3
NP_005061.3	SLC4A3
NP_003029.2	SLC1A4
NP_005619.1	SLC1A5
NP_005062.1	SLC1A6
NP_006662.3	SLC1A7
NP_006507.2	SLC2A1
NP_000331.1	SLC2A2
NP_008862.1	SLC2A3
NP_001033.1	SLC2A4
NP_003030.1	SLC2A5
NP_000332.2	SLC3A1
NP_001013269.1	SLC3A2
NP_000333.1	SLC4A1
NP_003031.3	SLC4A2
NP_000334.1	SLC5A1
NP_003032.1	SLC5A2
NP_599031.1	SMTN
NP_008864.4	SLC5A3
NP_055042.1	SLC5A4
NP_000444.1	SLC5A5
NP_003033.3	SLC6A1
NP_001165972.1	SLC6A2
NP_001035.1	SLC6A3
NP_001036.1	SLC6A4
NP_003034.2	SLC6A6
NP_055043.2	SLC6A7
NP_005620.1	SLC6A8
NP_001020016.1	SLC6A9
NP_055044.1	SLC6A11
NP_001116320.1	SLC6A12
NP_057699.2	SLC6A13
NP_003036.1	SLC7A1
NP_001357267.1	SLC7A2
NP_055878.1	SLC8A2
NP_004164.2	SLC7A4
NP_066920.1	SLC8A1
NP_891977.1	SLC8A3
NP_003038.2	SLC9A1
NP_003039.2	SLC9A2
NP_004165.2	SLC9A3
NP_004585.1	SLC9A5
NP_003040.1	SLC10A1
NP_000443.2	SLC10A2
NP_000569.3	SLC11A1
NP_000329.2	SLC12A1
NP_001037.1	SLC12A2
NP_001119580.2	SLC12A3
NP_005063.1	SLC12A4
NP_071889.2	SLC13A1
NP_056949.4	SLC14A1
NP_005064.1	SLC15A1
NP_066568.3	SLC15A2
NP_003042.3	SLC16A1
NP_006508.2	SLC16A2
NP_005065.2	SLC17A1
NP_003043.3	SLC34A1
NP_003044.1	SLC18A1
NP_003045.2	SLC18A2
NP_003046.2	SLC18A3
NP_919231.1	SLC19A1
NP_005406.3	SLC20A1
NP_001244109.1	SLC20A2
NP_005975.1	SLC25A1
NP_005621.2	SLCO2A1
NP_001373808.1	SLCO1A2
NP_003048.1	SLC22A1
NP_068812.1	SLC22A3
NP_003049.2	SLC22A2
NP_003050.2	SLC22A4
NP_003051.1	SLC22A5
NP_003052.2	SLIT1
NP_003053.2	SLIT3
NP_003054.1	SLN
NP_003055.1	SLPI
NP_003059.1	SNAI2
NP_001269803.1	SMARCA1
NP_003061.3	SMARCA2
NP_003062.2	HLTF
NP_003063.2	SMARCA4
NP_001374212.1	SMARCA4
NP_003064.2	SMARCB1
NP_003065.3	SMARCC1
NP_001317217.1	SMARCC2
NP_003067.3	SMARCD1
NP_001091896.1	SMARCD2
NP_001003801.1	SMARCD3
NP_003070.3	SMARCE1
NP_000335.1	SMN1
NP_059107.1	SMN2
NP_005622.1	SMO
NP_000534.3	SMPD1
NP_003071.2	SMPD2
NP_004586.2	SMS
NP_008867.2	SUMO3
NP_008868.3	SUMO2
NP_075556.1	SIGLEC1
NP_005976.2	SNAI1
NP_570824.1	SNAP25
NP_003073.1	SNAPC1
NP_003074.1	SNAPC2
NP_001034786.1	SNAPC3
NP_003076.1	SNCB
NP_003077.2	SNAPC4
NP_000336.1	SNCA
NP_003078.2	SNCG
NP_003079.1	FSCN1
NP_003080.2	SNRNP70
NP_004587.1	SNRPA
NP_003081.2	SNRPA1
NP_003082.1	SNRPB
NP_003083.1	SNRPB2
NP_003084.1	SNRPC
NP_008869.1	SNRPD1
NP_001371576.1	SNRPD2
NP_004166.1	SNRPD3
NP_003085.1	SNRPE
NP_003086.1	SNRPF
NP_003087.1	SNRPG
NP_003088.1	SNRPN
NP_003089.1	SNTA1
NP_066301.1	SNTB1
NP_003090.2	SNX1
NP_003091.2	SNX2
NP_006741.1	SNTB2
NP_003092.4	SOAT1
NP_000445.1	SOD1
NP_000627.2	SOD2
NP_003093.2	SOD3
NP_005623.1	CAPN15
NP_620305.3	SON
NP_003095.2	SORD
NP_003096.2	SORL1
NP_005624.2	SOS1
NP_008870.2	SOS2
NP_005977.2	SOX1
NP_003097.1	SOX2
NP_005625.2	SOX3
NP_003098.1	SOX4
NP_008871.3	SOX5
NP_000337.1	SOX9
NP_008872.1	SOX10
NP_003099.1	SOX11
NP_008873.1	SOX15
NP_008874.2	SOX12
NP_612482.2	SP1
NP_003101.3	SP2
NP_003102.1	SP3
NP_003103.2	SP4
NP_001073860.1	SP100
NP_003105.2	SPAG1
NP_001311045.1	UAP1
NP_003107.1	SPAG4
NP_694859.1	SPAM1
NP_003109.1	SPARC
NP_055761.2	SPAST
NP_003110.1	SPG7
NP_003111.2	SPI1
NP_003112.2	SPIB
NP_001366539.1	SPINK1
NP_001258647.1	SPINK2
NP_003701.1	SPINT1
NP_003114.1	SPN
NP_008875.1	SPP2
NP_004589.1	SPOCK1
NP_001035147.1	SPP1
NP_003115.1	SPR
NP_005978.2	SPRR1A
NP_003116.2	SPRR1B
NP_005979.1	SPRR2A
NP_001375127.1	SPRR2B
NP_008876.3	SPRR2D
NP_001019380.2	SPRR2E
NP_001014450.1	SPRR2F
NP_001014313.1	SPRR2G
NP_001091058.1	SPRR3
NP_003117.2	SPTA1
NP_001123910.1	SPTAN1
NP_001342365.1	SPTB
NP_003119.2	SPTBN1
NP_008877.2	SPTBN2
NP_003120.2	SQLE
NP_938033.1	SRC
NP_001038.1	SRD5A1
NP_000339.2	SRD5A2
NP_003121.1	SRI
NP_005980.1	AKR1D1
NP_004167.3	SREBF1
NP_004590.2	SREBF2
NP_003122.1	SRF
NP_003123.2	SRM
NP_543013.1	SRMS
NP_003124.1	SRP9
NP_003125.3	SRP14
NP_003126.1	SRP19
NP_003127.1	SRP54
NP_055045.2	SRP68
NP_008878.3	SRP72
NP_003128.3	SRPK1
NP_872634.1	SRPK2
NP_003130.2	SRPRA
NP_003131.1	SRY
NP_003132.2	TRIM21
NP_001166995.1	RO60
NP_003133.1	SSB
NP_003134.1	SSBP1
NP_001123917.1	ITPRID2
NP_003135.2	SSR1
NP_003136.1	SSR2
NP_009038.1	SSR3
NP_006271.1	SSR4
NP_003137.1	SSRP1
NP_001039.1	SST
NP_001040.1	SSTR1
NP_001041.1	SSTR2
NP_001042.1	SSTR3
NP_001043.2	SSTR4
NP_001166031.1	SSTR5
NP_005626.1	SSX1
NP_783629.1	SSX2
NP_783729.1	SSX5
NP_005627.1	SSX4
NP_001007560.1	SS18
NP_998783.1	DENND2B
NP_003923.2	ST13
NP_068813.1	ST14
NP_003140.1	STAC
NP_000340.2	STAR
NP_009330.1	STAT1
NP_005410.1	STAT2
NP_644805.1	STAT3
NP_003142.1	STAT4
NP_001275647.1	STAT5A
NP_036580.2	STAT5B
NP_003144.3	STAT6
NP_003145.1	STATH
NP_059347.2	STAU1
NP_003146.1	STC1
NP_008879.3	HSPA13
NP_005411.1	SULT1E1
NP_073563.1	ELOVL4
NP_001369496.1	STIM1
NP_003148.2	NEK4
NP_006272.2	STK3
NP_006273.1	STK4
NP_940839.1	AURKA
NP_001310218.1	CDKL5
NP_005981.3	STK10
NP_000446.1	STK11
NP_001015878.1	AURKC
NP_001045.2	SULT1A2
NP_003153.2	STRN
NP_004594.1	STX1A
NP_004168.1	STX3
NP_004595.2	STX4
NP_003155.2	STX5
NP_001027392.1	STXBP1
NP_003156.1	STXBP1
NP_008880.2	STXBP2
NP_009200.2	STXBP3
NP_660294.1	STYX
NP_001046.2	SULT1A1
NP_808220.1	SULT1A3
NP_001047.1	SULT1C2
NP_814444.1	SULT2B1
NP_001027558.1	SUOX
NP_003158.2	SULT2A1
NP_003159.1	SUPT4H1
NP_001104490.1	SUPT5H
NP_003161.2	SUPT6H
NP_003162.2	SUPV3L1
NP_000343.2	ABCC8
NP_003163.1	SURF1
NP_059973.4	SURF2
NP_149351.1	SURF4
NP_598395.1	MED22
NP_006744.2	SURF6
NP_003164.1	SUV39H1
NP_068506.2	SVIL
NP_055046.1	VAMP1
NP_055047.2	VAMP2
NP_005629.1	VAMP7
NP_003166.1	XCL2
NP_003167.2	SYCP1
NP_003168.2	SYK
NP_008881.2	SYN1
NP_598328.1	SYN2
NP_003170.1	SYP
NP_874384.1	SYPL1
NP_005630.1	SYT1
NP_065834.1	SYT4
NP_003171.2	SYT5
NP_001353214.1	TBXT
NP_003173.1	TAC1
NP_001048.2	TACR2
NP_037383.1	TAC3
NP_006274.2	TACC1
NP_003174.3	ADAM17
NP_001049.1	TACR1
NP_001050.1	TACR3
NP_001159577.2	TADA2A
NP_004597.3	TAF1
NP_003175.2	TAF2
NP_003176.2	TAF4
NP_005631.1	TAF4B
NP_003177.2	TAGLN
NP_008882.2	TAF5
NP_647476.1	TAF6
NP_005633.2	TAF7
NP_003178.1	TAF9
NP_006275.1	TAF10
NP_005634.1	TAF11
NP_005635.1	TAF12
NP_005636.1	TAF13
NP_663304.1	MAP3K7
NP_001277332.1	TAL1
NP_005412.1	TAL2
NP_006746.1	TALDO1
NP_000584.3	TAP1
NP_001276972.1	TAP2
NP_003181.3	TAPBP
NP_005637.3	TARBP1
NP_599150.1	TARBP2
NP_689508.3	TARS1
NP_000344.1	TAT
NP_001366129.1	TBX1
NP_005067.1	CNTN2
NP_000107.1	TAFAZZIN
NP_004598.1	TBCA
NP_003183.2	TBCC
NP_005984.3	TBCD
NP_003184.1	TBCE
NP_000345.2	SERPINA7
NP_005638.1	TBL1X
NP_003185.1	TBP
NP_005985.3	TBX2
NP_852259.1	TBX5
NP_004599.2	TBX6
NP_001317606.1	TBX15
NP_001051.1	TBXA2R
NP_001052.3	TBXAS1
NP_006747.1	TCEA1
NP_003186.1	TCEA2
NP_003187.1	TCEA3
NP_005639.1	ELOC
NP_009039.1	ELOB
NP_003189.3	ELOA
NP_001077431.1	TCF4
NP_005987.3	TBX3
NP_000536.6	HNF1A
NP_000449.1	HNF1B
NP_003191.1	TCF3
NP_001129611.1	TCF3
NP_003193.2	TCF7
NP_001354872.1	TCF7L2
NP_001167567.1	ZEB1
NP_003194.3	GCFC2
NP_996920.1	TCF12
NP_004600.3	TCF15
NP_005640.2	ZNF354A
NP_009040.2	TCF19
NP_001365347.1	TCF20
NP_003197.2	TCF21
NP_005988.1	VPS72
NP_937847.1	MLX
NP_001053.2	TCN1
NP_000346.2	TCN2
NP_001358552.1	TCOF1
NP_110379.2	TCP1
NP_001357616.1	TCP11
NP_478129.1	TECTB
NP_071503.1	TCTA
NP_006511.1	DYNLT3
NP_777570.1	DYNLT2
NP_068778.1	PPP1R11
NP_006510.1	DYNLT1
NP_003202.3	TDG
NP_003203.1	CRIPTO
NP_001384291.1	CRIPTO3
NP_005642.1	TDO2
NP_005800.3	PRDX2
NP_068780.2	TEAD1
NP_003204.2	TEAD4
NP_003205.2	TEAD3
NP_003206.2	TEC
NP_005413.2	TECTA
NP_003207.1	TEF
NP_003208.2	TMBIM6
NP_000450.3	TEK
NP_009041.2	TEP1
NP_059523.2	TERF1
NP_005643.2	TERF2
NP_937983.2	TERT
NP_006276.2	TESK1
NP_001054.2	TF
NP_003192.1	TFAM
NP_001358995.1	TFAP2A
NP_003212.2	TFAP2B
NP_003213.1	TFAP2C
NP_003214.1	TFAP4
NP_005644.2	TFCP2
NP_005645.1	NR2F1
NP_066285.1	NR2F2
NP_009042.1	TFDP1
NP_001171610.1	TFDP2
NP_006512.2	TFE3
NP_003216.1	TFF1
NP_005414.1	TFF2
NP_003217.4	TFF3
NP_006278.1	TFPI
NP_003218.2	TFR2
NP_001121620.1	TFRC
NP_003226.4	TG
NP_003227.1	TGFA
NP_000651.3	TGFB1
NP_001035919.1	TGFB1I1
NP_003229.1	TGFB2
NP_003230.1	TGFB3
NP_003231.2	LEFTY2
NP_000349.1	TGFBI
NP_004603.1	TGFBR1
NP_003232.2	TGM4
NP_003233.4	TGFBR2
NP_003234.2	TGFBR3
NP_003235.1	TGIF1
NP_000350.1	TGM1
NP_004604.2	TGM2
NP_003236.3	TGM3
NP_000351.2	TH
NP_000352.1	THBD
NP_003237.2	THBS1
NP_003238.2	THBS2
NP_009043.1	THBS3
NP_003239.2	THBS4
NP_009044.2	TCHH
NP_003240.1	THOP1
NP_000451.1	THPO
NP_955366.1	THRA
NP_001341641.1	THRB
NP_003242.1	THRSP
NP_006279.2	THY1
NP_005646.1	KLF10
NP_071505.2	TIA1
NP_003243.1	TIAL1
NP_001340623.1	TIAM1
NP_005415.1	TIE1
NP_003245.1	TIMP1
NP_003246.1	TIMP2
NP_000353.1	TIMP3
NP_003247.1	TIMP4
NP_001073136.1	NKX2-1
NP_001317168.1	TJP1
NP_003249.3	TK1
NP_004605.4	TK2
NP_001055.1	TKT
NP_003250.3	ICAM5
NP_005068.2	TLE1
NP_003251.2	TLE2
NP_001098662.1	TLE3
NP_008936.2	TLE4
NP_036596.3	TLL1
NP_036597.1	TLL2
NP_006280.3	TLN1
NP_003253.1	SEC62
NP_003254.2	TLR1
NP_001305718.1	TLR2
NP_003256.1	TLR3
NP_612564.1	TLR4
NP_003259.2	TLR5
NP_003260.1	NR2E1
NP_004606.2	TSPAN7
NP_004607.1	TSPAN8
NP_004608.1	TM4SF4
NP_003261.1	TSPAN6
NP_003262.1	TSPAN4
NP_003263.1	GPR137B
NP_003264.2	TM7SF2
