ensembl_gene_id,refseq_ids,uniprot_ids,gen_symbol,ensembl_prot_id,uniprot_ensembl_id,gene_age
ENSG00000164816,NP_066290.1,Q01523,DEFA5,ENSP00000329890.2,Q01523,93
ENSG00000164822,NP_001917.1,Q01524,DEFA6,ENSP00000297436.2,Q01524,93
ENSG00000164825,NP_005209.1,P60022,DEFB1,ENSP00000297439.3,P60022,132
ENSG00000171711,NP_004933.1,O15263,DEFB4A,ENSP00000303532.2,O15263,55
ENSG00000175084,NP_001918.3,P17661,DES,ENSP00000363071.3,P17661,645
ENSG00000197766,NP_001919.2,P00746,CFD,ENSP00000332139.4,P00746,382
ENSG00000160049,NP_004392.1,O00273,DFFA,ENSP00000366237.3,O00273,544
ENSG00000169598,NP_004393.1,O76075,DFFB,ENSP00000367454.4,O76075,645
ENSG00000126953,NP_004076.1,O60220,TIMM8A,ENSP00000361993.3,O60220,544
ENSG00000105928,NP_001120925.1,O60443,GSDME,ENSP00000494186.1,O60443,544
ENSG00000100473,NP_004077.1,O43405,COCH,ENSP00000379862.3,O43405,645
ENSG00000114956,NP_550438.1,Q16854,DGUOK,ENSP00000264093.4,Q16854,680
ENSG00000172893,NP_001351.2,Q9UBM7,DHCR7,ENSP00000347717.4,Q9UBM7,886
ENSG00000116133,NP_055577.1,Q15392,DHCR24,ENSP00000360316.3,Q15392,680
ENSG00000228716,NP_000782.1,P00374,DHFR,ENSP00000396308.2,P00374,1292
ENSG00000102967,NP_001352.2,Q02127,DHODH,ENSP00000219240.4,Q02127,1292
ENSG00000095059,NP_001921.1,P49366,DHPS,ENSP00000210060.6,P49366,4290
ENSG00000100243,NP_000389.1,P00387,CYB5R3,ENSP00000338461.6,P00387,1292
ENSG00000181019,NP_000894.1,P15559,NQO1,ENSP00000319788.5,P15559,454
ENSG00000131504,NP_005210.3,O60610,DIAPH1,ENSP00000373706.4,O60610,1488
ENSG00000147202,NP_006720.1,O60879,DIAPH2,ENSP00000321348.8,O60879,1064
ENSG00000180096,NP_001352906.1,Q8WYJ6,SEPTIN1,ENSP00000324511.5,Q8WYJ6,1292
ENSG00000211452,NP_000783.2,P49895,DIO1,ENSP00000354643.4,P49895,680
ENSG00000211448,NP_054644.1,Q92813,DIO2,ENSP00000405854.5,Q92813,680
ENSG00000197406,NP_001353.4,P55073,DIO3,ENSP00000427336.3,P55073,3
ENSG00000130826,NP_001354.1,O60832,DKC1,ENSP00000358563.5,O60832,4290
ENSG00000150768,NP_001922.2,P10515,DLAT,ENSP00000280346.7,P10515,1714
ENSG00000091140,NP_000099.2,P09622,DLD,ENSP00000205402.3,P09622,4290
ENSG00000075711,NP_001353136.1,Q12959,DLG1,ENSP00000499414.1,Q12959,987
ENSG00000150672,NP_001136171.1,Q15700,DLG2,ENSP00000365272.2,Q15700,680
ENSG00000082458,NP_066943.2,Q92796,DLG3,ENSP00000363480.3,Q92796,987
ENSG00000132535,NP_001308004.1,P78352,DLG4,ENSP00000382425.2,P78352,454
ENSG00000119689,NP_001924.2,P36957,DLST,ENSP00000335304.4,P36957,1714
ENSG00000144355,NP_835221.2,P56177,DLX1,ENSP00000354478.4,P56177,454
ENSG00000115844,NP_004396.1,Q07687,DLX2,ENSP00000234198.4,Q07687,544
ENSG00000064195,NP_005211.1,O60479,DLX3,ENSP00000389870.2,O60479,544
ENSG00000108813,NP_612138.1,Q92988,DLX4,ENSP00000240306.3,Q92988,987
ENSG00000105880,NP_005212.1,P56178,DLX5,ENSP00000498116.1,P56178,645
ENSG00000006377,NP_005213.3,P56179,DLX6,ENSP00000428480.2,P56179,886
ENSG00000187908,NP_001364459.1,Q9UGM3,DMBT1,ENSP00000342210.4,Q9UGM3,680
ENSG00000198947,NP_003997.2,A0A075B6G3,DMD,ENSP00000354923.3,A0A075B6G3,645
ENSG00000123453,NP_001128179.1,Q9UL12,SARDH,ENSP00000403084.1,Q9UL12,950
ENSG00000152592,NP_004398.1,Q13316,DMP1,ENSP00000340935.6,Q13316,332
ENSG00000106976,NP_004399.2,Q05193,DNM1,ENSP00000362014.4,Q05193,645
ENSG00000104936,NP_004400.4,Q09013,DMPK,ENSP00000291270.4,Q09013,382
ENSG00000137090,NP_068770.2,Q9Y5R6,DMRT1,ENSP00000371711.3,Q9Y5R6,645
ENSG00000185800,NP_004934.1,Q09019,DMWD,ENSP00000270223.5,Q09019,1488
ENSG00000138346,NP_001073918.2,P51530,DNA2,ENSP00000351185.3,P51530,4290
ENSG00000039139,NP_001360.1,Q8TE73,DNAH5,ENSP00000265104.4,Q8TE73,987
ENSG00000115423,NP_001361.1,Q9C0G6,DNAH6,ENSP00000374045.3,Q9C0G6,987
ENSG00000124721,NP_001193856.1,A0A075B6F3,DNAH8,ENSP00000333363.7,A0A075B6F3,987
ENSG00000007174,NP_001363.2,Q9NYC9,DNAH9,ENSP00000262442.3,Q9NYC9,680
ENSG00000213918,NP_005214.2,P24855,DNASE1,ENSP00000246949.5,P24855,987
ENSG00000013563,NP_001290549.1,P49184,DNASE1L1,ENSP00000358822.1,P49184,987
ENSG00000167968,NP_001365.1,Q92874,DNASE1L2,ENSP00000316938.5,Q92874,987
ENSG00000163687,NP_004935.1,Q13609,DNASE1L3,ENSP00000378053.2,Q13609,987
ENSG00000105612,NP_001366.1,O00115,DNASE2,ENSP00000222219.2,O00115,645
ENSG00000197102,NP_001367.2,Q14204,DYNC1H1,ENSP00000348965.4,Q14204,1064
ENSG00000158560,NP_001129028.1,O14576,DYNC1I1,ENSP00000392337.2,O14576,544
ENSG00000077380,NP_001369.1,Q13409,DYNC1I2,ENSP00000380308.3,Q13409,645
ENSG00000135720,NP_006132.1,O43237,DYNC1LI2,ENSP00000258198.2,O43237,1488
ENSG00000079805,NP_001005361.1,P50570,DNM2,ENSP00000373905.4,P50570,544
ENSG00000130816,NP_001124295.1,P26358,DNMT1,ENSP00000352516.3,P26358,987
ENSG00000107614,NP_004403.1,O14717,TRDMT1,ENSP00000367030.3,O14717,1488
ENSG00000119772,NP_072046.2,Q9Y6K1,DNMT3A,ENSP00000324375.5,Q9Y6K1,645
ENSG00000088305,NP_008823.1,Q9UBC3,DNMT3B,ENSP00000328547.2,Q9UBC3,645
ENSG00000107447,NP_004079.3,P04053,DNTT,ENSP00000360216.2,P04053,544
ENSG00000150760,NP_001277152.2,A0A096LNH6,DOCK1,ENSP00000485033.1,A0A096LNH6,680
ENSG00000134516,NP_004937.1,Q92608,DOCK2,ENSP00000429283.3,Q92608,645
ENSG00000088538,NP_004938.1,Q8IZD9,DOCK3,ENSP00000266037.8,Q8IZD9,680
ENSG00000115325,NP_001372.1,Q99704,DOK1,ENSP00000233668.5,Q99704,886
ENSG00000204348,NP_005501.2,O77932,DXO,ENSP00000337759.5,O77932,1488
ENSG00000172269,NP_001373.2,Q9H3H5,DPAGT1,ENSP00000346142.4,Q9H3H5,1292
ENSG00000015413,NP_001376395.1,P16444,DPEP1,ENSP00000508584.1,P16444,645
ENSG00000108963,NP_001374.4,Q9BZG8,DPH1,ENSP00000263083.7,Q9BZG8,4290
ENSG00000132768,NP_001375.2,Q9BQC3,DPH2,ENSP00000255108.3,Q9BQC3,4290
ENSG00000197635,NP_001926.2,P27487,DPP4,ENSP00000353731.3,P27487,1488
ENSG00000130226,NP_570629.2,P42658,DPP6,ENSP00000367001.3,P42658,4290
ENSG00000143196,NP_001928.2,Q07507,DPT,ENSP00000356791.3,Q07507,645
ENSG00000188641,NP_000101.2,Q12882,DPYD,ENSP00000359211.3,Q12882,4290
ENSG00000147647,NP_001376.1,Q14117,DPYS,ENSP00000276651.2,Q14117,4290
ENSG00000092964,NP_001184222.1,A0A1C7CYX9,DPYSL2,ENSP00000427985.2,A0A1C7CYX9,645
ENSG00000113657,NP_001184223.1,Q14195,DPYSL3,ENSP00000343690.5,Q14195,645
ENSG00000117505,NP_001929.1,Q01658,DR1,ENSP00000359295.3,Q01658,1488
ENSG00000091138,NP_000102.1,P40879,SLC26A3,ENSP00000345873.5,P40879,645
ENSG00000184845,NP_000785.1,P21728,DRD1,ENSP00000377353.1,P21728,645
ENSG00000149295,NP_000786.1,P14416,DRD2,ENSP00000354859.3,P14416,680
ENSG00000151577,NP_000787.2,P35462,DRD3,ENSP00000373169.2,P35462,544
ENSG00000069696,NP_000788.2,P21917,DRD4,ENSP00000176183.5,P21917,645
ENSG00000169676,NP_000789.1,P21918,DRD5,ENSP00000306129.2,P21918,645
ENSG00000108591,NP_001379.1,P55039,DRG2,ENSP00000225729.3,P55039,4290
ENSG00000116017,NP_005215.1,Q99856,ARID3A,ENSP00000263620.2,Q99856,680
ENSG00000102385,NP_001930.2,Q13474,DRP2,ENSP00000378635.3,Q13474,987
ENSG00000111676,NP_001931.2,P54259,ATN1,ENSP00000379915.2,P54259,454
ENSG00000134765,NP_077739.1,Q08554,DSC1,ENSP00000257198.6,Q08554,645
ENSG00000134755,NP_077740.1,Q02487,DSC2,ENSP00000280904.6,Q02487,645
ENSG00000134762,NP_001932.2,Q14574,DSC3,ENSP00000353608.4,Q14574,645
ENSG00000171587,NP_001380.2,O60469,DSCAM,ENSP00000383303.1,O60469,645
ENSG00000159200,NP_004405.3,P53805,RCAN1,ENSP00000320768.4,P53805,680
ENSG00000134760,NP_001933.2,Q02413,DSG1,ENSP00000257192.4,Q02413,645
ENSG00000046604,NP_001934.2,Q14126,DSG2,ENSP00000261590.8,Q14126,645
ENSG00000134757,NP_001935.2,P32926,DSG3,ENSP00000257189.4,P32926,645
ENSG00000157514,NP_932174.1,Q99576,TSC22D3,ENSP00000361458.4,Q99576,454
ENSG00000096696,NP_004406.2,P15924,DSP,ENSP00000369129.3,P15924,1488
ENSG00000083782,NP_004941.2,Q99645,EPYC,ENSP00000261172.3,Q99645,645
ENSG00000152591,NP_055023.2,Q9NZW4,DSPP,ENSP00000498766.1,Q9NZW4,132
ENSG00000155850,NP_000103.2,P50443,SLC26A2,ENSP00000286298.4,P50443,987
ENSG00000134769,NP_001373724.1,Q9Y4J8,DTNA,ENSP00000405819.2,Q9Y4J8,645
ENSG00000138101,NP_068707.1,O60941,DTNB,ENSP00000384084.3,O60941,18
ENSG00000113070,NP_001936.1,Q99075,HBEGF,ENSP00000230990.6,Q99075,544
ENSG00000135144,NP_004407.2,Q86Y01,DTX1,ENSP00000510707.1,Q86Y01,987
ENSG00000168393,NP_036277.2,P23919,DTYMK,ENSP00000304802.2,P23919,4290
ENSG00000106823,NP_001384.1,O94769,ECM2,ENSP00000344758.5,O94769,645
ENSG00000120129,NP_004408.1,P28562,DUSP1,ENSP00000239223.3,P28562,645
ENSG00000158050,NP_004409.1,Q05923,DUSP2,ENSP00000288943.4,Q05923,544
ENSG00000108861,NP_004081.1,P51452,DUSP3,ENSP00000226004.2,P51452,382
ENSG00000120875,NP_001385.1,Q13115,DUSP4,ENSP00000240100.2,Q13115,645
ENSG00000138166,NP_004410.3,Q16690,DUSP5,ENSP00000358596.3,Q16690,454
ENSG00000139318,NP_001937.2,Q16828,DUSP6,ENSP00000279488.6,Q16828,645
ENSG00000164086,NP_001938.2,Q16829,DUSP7,ENSP00000417183.1,Q16829,454
ENSG00000184545,NP_004411.2,Q13202,DUSP8,ENSP00000380530.3,Q13202,645
ENSG00000130829,NP_001305432.1,Q99956,DUSP9,ENSP00000345853.3,Q99956,454
ENSG00000128951,NP_001020419.1,P33316,DUT,ENSP00000370376.2,P33316,1488
ENSG00000107404,NP_001317240.1,O14640,DVL1,ENSP00000368166.5,O14640,987
ENSG00000004975,NP_004413.1,O14641,DVL2,ENSP00000005340.4,O14641,454
ENSG00000161202,NP_004414.3,Q92997,DVL3,ENSP00000316054.3,Q92997,544
ENSG00000157540,NP_001334650.1,Q13627,DYRK1A,ENSP00000494572.1,Q13627,1488
ENSG00000136827,NP_000104.1,O14656,TOR1A,ENSP00000345719.4,O14656,950
ENSG00000101412,NP_005216.1,Q01094,E2F1,ENSP00000345571.5,Q01094,1064
ENSG00000007968,NP_004082.1,Q14209,E2F2,ENSP00000355249.2,Q14209,1064
ENSG00000112242,NP_001940.1,O00716,E2F3,ENSP00000262904.4,O00716,645
ENSG00000205250,NP_001941.2,Q16254,E2F4,ENSP00000368686.3,Q16254,645
ENSG00000133740,NP_001942.2,Q15329,E2F5,ENSP00000398124.2,Q15329,1064
ENSG00000169016,NP_937987.2,O75461,E2F6,ENSP00000370936.3,O75461,1064
ENSG00000167967,NP_004415.4,Q66K89,E4F1,ENSP00000301727.4,Q66K89,645
ENSG00000164330,NP_076870.1,Q9UH73,EBF1,ENSP00000322898.6,Q9UH73,987
ENSG00000169508,NP_004942.1,P32249,GPR183,ENSP00000365596.4,P32249,544
ENSG00000117298,NP_001388.1,P42892,ECE1,ENSP00000364028.6,P42892,680
ENSG00000025708,NP_001944.1,P19971,TYMP,ENSP00000252029.3,P19971,645
ENSG00000104823,NP_001389.2,Q13011,ECH1,ENSP00000221418.3,Q13011,1714
ENSG00000127884,NP_004083.3,P30084,ECHS1,ENSP00000357535.3,P30084,1714
ENSG00000143369,NP_004416.2,Q16610,ECM1,ENSP00000358043.4,Q16610,454
ENSG00000114346,NP_001245244.1,Q9H8V3,ECT2,ENSP00000376457.3,Q9H8V3,987
ENSG00000158813,NP_001390.1,Q92838,EDA,ENSP00000363680.4,Q92838,544
ENSG00000170989,NP_001391.2,P21453,S1PR1,ENSP00000305416.6,P21453,645
ENSG00000198121,NP_001338340.1,Q92633,LPAR1,ENSP00000506912.1,Q92633,680
ENSG00000213694,NP_005217.2,Q99500,S1PR3,ENSP00000350878.2,Q99500,645
ENSG00000078401,NP_001946.3,P05305,EDN1,ENSP00000368683.5,P05305,645
ENSG00000127129,NP_001947.1,P20800,EDN2,ENSP00000361668.4,P20800,645
ENSG00000124205,NP_996917.1,P14138,EDN3,ENSP00000337128.2,P14138,645
ENSG00000151617,NP_001948.1,P25101,EDNRA,ENSP00000498969.1,P25101,645
ENSG00000136160,NP_001116131.1,P24530,EDNRB,ENSP00000493527.1,P24530,645
ENSG00000111752,NP_004417.2,P78364,PHC1,ENSP00000437659.1,P78364,454
ENSG00000134686,NP_001372038.1,Q8IXK0,PHC2,ENSP00000507877.1,Q8IXK0,987
ENSG00000156508,NP_001393.1,P68104,EEF1A1,ENSP00000339053.4,P68104,645
ENSG00000101210,NP_001949.1,Q05639,EEF1A2,ENSP00000217182.3,Q05639,645
ENSG00000114942,NP_001950.1,P24534,EEF1B2,ENSP00000376056.2,P24534,680
ENSG00000104529,NP_001123525.3,P29692,EEF1D,ENSP00000484536.2,P29692,645
ENSG00000254772,NP_001395.1,P26641,EEF1G,ENSP00000331901.4,P26641,4290
ENSG00000167658,NP_001952.1,P13639,EEF2,ENSP00000307940.5,P13639,4290
ENSG00000143486,NP_008824.2,P41214,EIF2D,ENSP00000271764.2,P41214,4290
ENSG00000169242,NP_004419.2,P20827,EFNA1,ENSP00000357392.3,P20827,454
ENSG00000099617,NP_001396.2,O43921,EFNA2,ENSP00000215368.1,O43921,886
ENSG00000143590,NP_004943.1,P52797,EFNA3,ENSP00000357393.3,P52797,454
ENSG00000243364,NP_005218.1,P52798,EFNA4,ENSP00000357394.3,P52798,332
ENSG00000184349,NP_001953.1,P52803,EFNA5,ENSP00000328777.6,P52803,886
ENSG00000090776,NP_004420.1,P98172,EFNB1,ENSP00000204961.4,P98172,886
ENSG00000125266,NP_004084.1,P52799,EFNB2,ENSP00000493716.1,P52799,886
ENSG00000108947,NP_001397.1,Q15768,EFNB3,ENSP00000226091.2,Q15768,168
ENSG00000138798,NP_001954.2,P01133,EGF,ENSP00000265171.5,P01133,987
ENSG00000008300,NP_001398.2,Q9NYQ7,CELSR3,ENSP00000164024.4,Q9NYQ7,987
ENSG00000143126,NP_001399.1,Q9HCU4,CELSR2,ENSP00000271332.3,Q9HCU4,987
ENSG00000162591,NP_001400.3,O75095,MEGF6,ENSP00000348982.4,O75095,645
ENSG00000105429,NP_001258867.1,Q7Z7M0,MEGF8,ENSP00000251268.5,Q7Z7M0,645
ENSG00000106780,NP_001073966.2,Q9H1U4,MEGF9,ENSP00000363040.3,Q9H1U4,454
ENSG00000146648,NP_005219.2,P00533,EGFR,ENSP00000275493.2,P00533,886
ENSG00000120738,NP_001955.1,P18146,EGR1,ENSP00000239938.4,P18146,544
ENSG00000122877,NP_000390.2,P11161,EGR2,ENSP00000242480.3,P11161,544
ENSG00000179388,NP_004421.2,Q06889,EGR3,ENSP00000318057.2,Q06889,645
ENSG00000135625,NP_001956.4,A0A0C4DG96,EGR4,ENSP00000419687.1,A0A0C4DG96,382
ENSG00000113790,NP_001957.2,Q08426,EHHADH,ENSP00000231887.3,Q08426,454
ENSG00000173674,NP_001403.1,P47813,EIF1AX,ENSP00000368927.5,P47813,4290
ENSG00000134001,NP_004085.1,P05198,EIF2S1,ENSP00000256383.4,P05198,645
ENSG00000111361,NP_001405.1,Q14232,EIF2B1,ENSP00000416250.2,Q14232,4290
ENSG00000130741,NP_001406.1,P41091,EIF2S3,ENSP00000253039.4,P41091,4290
ENSG00000142627,NP_004422.2,P29317,EPHA2,ENSP00000351209.5,P29317,544
ENSG00000161960,NP_001407.1,P60842,EIF4A1,ENSP00000293831.8,P60842,332
ENSG00000156976,NP_001958.2,Q14240,EIF4A2,ENSP00000326381.5,Q14240,645
ENSG00000063046,NP_001408.2,P23588,EIF4B,ENSP00000262056.9,P23588,987
ENSG00000151247,NP_001959.1,P06730,EIF4E,ENSP00000389624.2,P06730,645
ENSG00000187840,NP_004086.1,Q13541,EIF4EBP1,ENSP00000340691.4,Q13541,950
ENSG00000148730,NP_004087.1,Q13542,EIF4EBP2,ENSP00000362314.4,Q13542,454
ENSG00000114867,NP_937884.2,Q04637,EIF4G1,ENSP00000316879.5,Q04637,886
ENSG00000110321,NP_001409.3,P78344,EIF4G2,ENSP00000340281.6,P78344,987
ENSG00000100664,NP_001960.2,P55010,EIF5,ENSP00000216554.3,P55010,4290
ENSG00000132507,NP_001961.1,P63241,EIF5A,ENSP00000336776.8,P63241,4290
ENSG00000139610,NP_001962.3,Q9UNI1,CELA1,ENSP00000293636.1,Q9UNI1,454
ENSG00000197561,NP_001963.1,P08246,ELANE,ENSP00000263621.1,P08246,382
ENSG00000021355,NP_109591.1,P30740,SERPINB1,ENSP00000370115.5,P30740,645
ENSG00000107105,NP_004423.2,Q12926,ELAVL2,ENSP00000380479.2,Q12926,4290
ENSG00000066044,NP_001410.2,Q15717,ELAVL1,ENSP00000385269.1,Q15717,544
ENSG00000196361,NP_001411.2,Q14576,ELAVL3,ENSP00000352162.1,Q14576,454
ENSG00000162374,NP_001138246.1,P26378,ELAVL4,ENSP00000360889.2,P26378,4290
ENSG00000120690,NP_758961.1,P32519,ELF1,ENSP00000239882.3,P32519,645
ENSG00000109381,NP_001317965.1,Q15723,ELF2,ENSP00000510098.1,Q15723,645
ENSG00000163435,NP_004424.3,P78545,ELF3,ENSP00000356253.5,P78545,544
ENSG00000102034,NP_001412.1,Q99607,ELF4,ENSP00000311280.6,Q99607,168
ENSG00000135374,NP_001413.1,Q9UKW6,ELF5,ENSP00000257832.3,Q9UKW6,544
ENSG00000126767,NP_001107595.1,P19419,ELK1,ENSP00000366182.3,P19419,544
ENSG00000111145,NP_005221.2,P41970,ELK3,ENSP00000228741.3,P41970,645
ENSG00000158711,NP_001964.2,P28324,ELK4,ENSP00000350681.4,P28324,544
ENSG00000049540,NP_000492.2,P15502,ELN,ENSP00000252034.7,P15502,244
ENSG00000066629,NP_004425.2,O00423,EML1,ENSP00000262233.7,O00423,645
ENSG00000102119,NP_000108.1,P50402,EMD,ENSP00000358857.4,P50402,382
ENSG00000072518,NP_001034558.2,Q7KZI7,MARK2,ENSP00000385751.2,Q7KZI7,544
ENSG00000134531,NP_001414.1,P54849,EMP1,ENSP00000256951.5,P54849,645
ENSG00000213853,NP_001415.1,P54851,EMP2,ENSP00000352540.3,P54851,645
ENSG00000142227,NP_001416.1,P54852,EMP3,ENSP00000270221.5,P54852,645
ENSG00000174837,NP_001965.3,Q14246,ADGRE1,ENSP00000311545.3,Q14246,424
ENSG00000135638,NP_004088.2,Q04741,EMX1,ENSP00000258106.6,Q04741,544
ENSG00000085733,NP_005222.2,Q14247,CTTN,ENSP00000301843.8,Q14247,645
ENSG00000170370,NP_004089.1,Q04743,EMX2,ENSP00000450962.3,Q04743,886
ENSG00000163064,NP_001417.3,Q05925,EN1,ENSP00000295206.5,Q05925,810
ENSG00000164778,NP_001418.2,P19622,EN2,ENSP00000297375.4,P19622,454
ENSG00000167136,NP_004426.2,Q14249,ENDOG,ENSP00000361725.4,Q14249,1488
ENSG00000106991,NP_001108225.1,P17813,ENG,ENSP00000362299.4,P17813,645
ENSG00000074800,NP_001419.1,P06733,ENO1,ENSP00000234590.4,P06733,4290
ENSG00000111674,NP_001966.1,P09104,ENO2,ENSP00000229277.1,P09104,4290
ENSG00000108515,NP_443739.3,P13929,ENO3,ENSP00000430055.2,P13929,4290
ENSG00000138792,NP_001968.3,Q07075,ENPEP,ENSP00000265162.5,Q07075,1064
ENSG00000143420,NP_004427.1,O43768,ENSA,ENSP00000358010.6,O43768,680
ENSG00000112759,NP_001359256.1,Q99808,SLC29A1,ENSP00000360820.3,Q99808,680
ENSG00000100393,NP_001420.2,Q09472,EP300,ENSP00000263253.7,Q09472,680
ENSG00000116016,NP_001421.2,Q99814,EPAS1,ENSP00000263734.3,Q99814,987
ENSG00000159023,NP_001362942.1,P11171,EPB41,ENSP00000345259.4,P11171,987
ENSG00000088367,NP_036288.2,Q9H4G0,EPB41L1,ENSP00000337168.2,Q9H4G0,987
ENSG00000079819,NP_001422.1,O43491,EPB41L2,ENSP00000338481.3,O43491,810
ENSG00000166947,NP_001107606.1,P16452,EPB42,ENSP00000396616.2,P16452,382
ENSG00000158856,NP_001374680.1,Q08495,DMTN,ENSP00000350977.3,Q08495,645
ENSG00000148175,NP_004090.4,P27105,STOM,ENSP00000286713.2,P27105,680
ENSG00000146904,NP_005223.4,P21709,EPHA1,ENSP00000275815.3,P21709,382
ENSG00000044524,NP_005224.2,P29320,EPHA3,ENSP00000337451.2,P29320,544
ENSG00000116106,NP_004429.1,P54764,EPHA4,ENSP00000281821.2,P54764,645
ENSG00000145242,NP_001268695.1,B7ZKW7,EPHA5,ENSP00000478537.1,B7ZKW7,544
ENSG00000135333,NP_004431.1,Q15375,EPHA7,ENSP00000358309.4,Q15375,544
ENSG00000070886,NP_065387.1,P29322,EPHA8,ENSP00000166244.3,P29322,544
ENSG00000154928,NP_004432.1,P54762,EPHB1,ENSP00000381097.3,P54762,645
ENSG00000133216,NP_059145.2,P29323,EPHB2,ENSP00000363761.3,P29323,645
ENSG00000182580,NP_004434.2,P54753,EPHB3,ENSP00000332118.2,P54753,544
ENSG00000196411,NP_004435.3,P54760,EPHB4,ENSP00000350896.3,P54760,544
ENSG00000106123,NP_004436.4,F8WCM8,EPHB6,ENSP00000498670.1,F8WCM8,424
ENSG00000143819,NP_001129490.1,P07099,EPHX1,ENSP00000272167.5,P07099,950
ENSG00000120915,NP_001970.2,P34913,EPHX2,ENSP00000430269.1,P34913,680
ENSG00000111450,NP_919337.1,P32856,STX2,ENSP00000376178.2,P32856,4290
ENSG00000182372,NP_061764.2,Q9UBY8,CLN8,ENSP00000328182.4,Q9UBY8,645
ENSG00000130427,NP_000790.2,P01588,EPO,ENSP00000252723.2,P01588,544
ENSG00000187266,NP_000112.1,P19235,EPOR,ENSP00000222139.5,P19235,454
ENSG00000136628,NP_004437.2,P07814,EPRS1,ENSP00000355890.3,P07814,4290
ENSG00000151491,NP_004438.3,Q12929,EPS8,ENSP00000281172.5,Q12929,987
ENSG00000085832,NP_001972.1,P42566,EPS15,ENSP00000360798.3,P42566,680
ENSG00000160113,NP_005225.2,P10588,NR2F6,ENSP00000291442.2,P10588,987
ENSG00000141736,NP_004439.2,P04626,ERBB2,ENSP00000269571.4,P04626,645
ENSG00000065361,NP_001973.2,P21860,ERBB3,ENSP00000267101.4,P21860,987
ENSG00000178568,NP_005226.1,Q15303,ERBB4,ENSP00000342235.4,Q15303,645
ENSG00000012061,NP_001974.1,P07992,ERCC1,ENSP00000300853.3,P07992,1714
ENSG00000104884,NP_000391.1,P18074,ERCC2,ENSP00000375809.4,P18074,645
ENSG00000124882,NP_001423.1,O14944,EREG,ENSP00000244869.2,O14944,454
ENSG00000112319,NP_004091.3,O95677,EYA4,ENSP00000347434.7,O95677,950
ENSG00000163161,NP_000113.1,P19447,ERCC3,ENSP00000285398.2,P19447,4290
ENSG00000175595,NP_005227.1,Q92889,ERCC4,ENSP00000310520.7,Q92889,4290
ENSG00000134899,NP_000114.3,P28715,ERCC5,ENSP00000498881.2,P28715,3
ENSG00000225830,NP_000115.1,Q03468,ERCC6,ENSP00000348089.5,Q03468,1714
ENSG00000225830,NP_001263987.1,P0DP91,ERCC6,ENSP00000387966.2,P0DP91,1714
ENSG00000105722,NP_006485.2,P50548,ERF,ENSP00000222329.3,P50548,886
ENSG00000157554,NP_891548.1,P11308,ERG,ENSP00000288319.7,P11308,544
ENSG00000100632,NP_004441.1,P84090,ERH,ENSP00000451080.1,P84090,987
ENSG00000178607,NP_001424.3,O75460,ERN1,ENSP00000401445.2,O75460,680
ENSG00000213462,NP_001007254.2,Q14264,ERV3-1,ENSP00000391594.1,Q14264,3
ENSG00000105202,NP_001427.2,P22087,FBL,ENSP00000221801.2,P22087,4290
ENSG00000139684,NP_001975.1,P10768,ESD,ENSP00000367992.3,P10768,1488
ENSG00000091831,NP_000116.2,P03372,ESR1,ENSP00000206249.3,P03372,680
ENSG00000140009,NP_001428.1,Q92731,ESR2,ENSP00000343925.4,Q92731,950
ENSG00000173153,NP_004442.3,P11474,ESRRA,ENSP00000000442.6,P11474,168
ENSG00000119715,NP_001366109.1,A0A2R8Y491,ESRRB,ENSP00000493776.1,A0A2R8Y491,680
ENSG00000196482,NP_001429.2,P62508,ESRRG,ENSP00000386171.3,P62508,680
ENSG00000120705,NP_004721.1,P62495,ETF1,ENSP00000353741.5,P62495,4290
ENSG00000140374,NP_000117.1,P13804,ETFA,ENSP00000452762.1,P13804,950
ENSG00000105379,NP_001976.1,P38117,ETFB,ENSP00000311930.3,P38117,4290
ENSG00000171503,NP_004444.2,Q16134,ETFDH,ENSP00000426638.1,Q16134,1714
ENSG00000134954,NP_001137292.1,P14921,ETS1,ENSP00000376436.3,P14921,645
ENSG00000157557,NP_005230.1,P15036,ETS2,ENSP00000354194.3,P15036,645
ENSG00000006468,NP_004947.2,P50549,ETV1,ENSP00000405327.1,P50549,645
ENSG00000105672,NP_055024.2,O00321,ETV2,ENSP00000384524.2,O00321,168
ENSG00000117036,NP_001138784.1,P41162,ETV3,ENSP00000357175.4,P41162,424
ENSG00000175832,NP_001073143.1,P43268,ETV4,ENSP00000321835.4,P43268,987
ENSG00000244405,NP_004445.1,P41161,ETV5,ENSP00000306894.5,P41161,544
ENSG00000139083,NP_001978.1,P41212,ETV6,ENSP00000379658.3,P41212,645
ENSG00000072840,NP_714928.1,P57679,EVC,ENSP00000264956.6,P57679,544
ENSG00000085276,NP_004982.2,Q03112,MECOM,ENSP00000498411.1,Q03112,810
ENSG00000126860,NP_055025.2,P22794,EVI2A,ENSP00000420557.3,P22794,382
ENSG00000185862,NP_006486.3,P34910,EVI2B,ENSP00000333779.4,P34910,244
ENSG00000167880,NP_001979.2,Q92817,EVPL,ENSP00000301607.3,Q92817,544
ENSG00000106038,NP_001980.1,P49640,EVX1,ENSP00000419266.3,P49640,645
ENSG00000182944,NP_005234.1,Q01844,EWSR1,ENSP00000381031.2,Q01844,987
ENSG00000182197,NP_000118.2,Q16394,EXT1,ENSP00000367446.3,Q16394,645
