refseq_ids	Ensembl_Gene_ID
NP_001008388.1	ENSG00000143954
NP_037494.2	ENSG00000256294
NP_002798.2	ENSG00000173692
NP_001878.1	ENSG00000100122
NP_001001662.1	ENSG00000196597
NP_872365.2	ENSG00000186452
NP_653267.2	ENSG00000179532
NP_006092.1	ENSG00000080986
NP_004830.2	ENSG00000103942
NP_064627.1	ENSG00000163808
NP_061868.1	ENSG00000073146
NP_064519.2	ENSG00000157851
NP_001230208.1	ENSG00000176715
NP_001269938.1	ENSG00000258366
NP_000971.1	ENSG00000105640
NP_002568.2	ENSG00000180370
NP_001843.1	ENSG00000049089
NP_064544.2	ENSG00000163104
NP_003298.2	ENSG00000142185
NP_005267.2	ENSG00000167588
NP_001335413.1	ENSG00000176406
NP_001242.2	ENSG00000129226
NP_060712.2	ENSG00000142494
NP_001041648.1	ENSG00000204138
NP_006339.4	ENSG00000164597
NP_001027020.1	ENSG00000170848
NP_570721.1	ENSG00000164244
NP_689975.2	ENSG00000175513
NP_054880.2	ENSG00000112110
NP_001035350.2	ENSG00000170390
NP_803237.3	ENSG00000144369
NP_002546.3	ENSG00000110628
NP_997287.2	ENSG00000182983
NP_002296.1	ENSG00000100097
NP_000753.3	ENSG00000255974
NP_055279.3	ENSG00000137251
NP_001244047.1	ENSG00000137752
NP_783853.1	ENSG00000091181
NP_620154.2	ENSG00000143797
NP_954993.1	ENSG00000100593
NP_066958.2	ENSG00000071242
NP_002304.3	ENSG00000099204
NP_115729.1	ENSG00000131475
NP_115501.2	ENSG00000186501
NP_005855.1	ENSG00000100842
NP_857597.1	ENSG00000182348
NP_001837.2	ENSG00000134871
NP_001338193.2	ENSG00000141219
NP_001026855.2	ENSG00000143514
NP_004122.2	ENSG00000100453
NP_653174.3	ENSG00000162614
NP_001380433.1	ENSG00000099308
NP_001035519.1	ENSG00000118946
NP_060828.2	ENSG00000161204
NP_002362.1	ENSG00000172005
NP_000867.3	ENSG00000197081
NP_001269592.1	ENSG00000133816
NP_001337074.2	ENSG00000132849
NP_001011700.2	ENSG00000204511
NP_001078920.1	ENSG00000206535
NP_001138819.1	ENSG00000124444
NP_002624.2	ENSG00000079739
NP_054878.5	ENSG00000181555
NP_061155.2	ENSG00000011426
NP_000605.1	ENSG00000242689
NP_690856.1	ENSG00000147854
NP_000450.3	ENSG00000120156
NP_116193.2	ENSG00000181915
NP_000296.2	ENSG00000105854
NP_003392.1	ENSG00000152422
NP_963922.2	ENSG00000189337
NP_060546.2	ENSG00000169126
NP_006678.1	ENSG00000187003
NP_006864.2	ENSG00000243244
NP_001072113.1	ENSG00000130177
NP_001123484.1	ENSG00000065054
NP_004237.1	ENSG00000065325
NP_001073945.1	ENSG00000215203
NP_001364066.1	ENSG00000107862
NP_079212.2	ENSG00000168228
NP_002458.2	ENSG00000136997
NP_001189.2	ENSG00000057657
NP_065191.2	ENSG00000068724
NP_001004137.1	ENSG00000197790
NP_149115.2	ENSG00000139537
NP_005724.1	ENSG00000112984
NP_036386.1	ENSG00000083807
NP_001005337.1	ENSG00000081277
NP_004737.2	ENSG00000170579
NP_001561.3	ENSG00000134070
NP_689931.2	ENSG00000167992
NP_008916.2	ENSG00000183426
NP_612210.4	ENSG00000172322
NP_060715.2	ENSG00000197444
NP_056248.2	ENSG00000123427
NP_001271221.2	ENSG00000184507
NP_803253.1	ENSG00000283992
NP_060559.2	ENSG00000163516
NP_001714.1	ENSG00000151914
NP_056436.2	ENSG00000198624
NP_001275647.1	ENSG00000126561
NP_000984.1	ENSG00000071082
NP_114130.4	ENSG00000130363
NP_001351839.1	ENSG00000178125
NP_001004701.2	ENSG00000279514
NP_001146.2	ENSG00000197043
NP_037529.3	ENSG00000278224
NP_004032.2	ENSG00000137486
NP_001034749.1	ENSG00000137496
NP_055888.1	ENSG00000105738
NP_060019.2	ENSG00000086289
NP_056992.4	ENSG00000087087
NP_062818.1	ENSG00000111700
NP_150596.1	ENSG00000166562
NP_057520.2	ENSG00000025293
NP_060764.3	ENSG00000095485
NP_001106849.1	ENSG00000140525
NP_060699.3	ENSG00000053770
NP_000396.2	ENSG00000196743
NP_640336.1	ENSG00000164113
NP_079082.2	ENSG00000109944
NP_001092007.2	ENSG00000130653
NP_001058.2	ENSG00000131747
NP_001374209.1	ENSG00000179639
NP_001007034.1	ENSG00000205846
NP_005700.2	ENSG00000006611
NP_004251.4	ENSG00000160957
NP_777602.1	ENSG00000139354
NP_002344.2	ENSG00000184292
NP_570138.1	ENSG00000150681
NP_001310501.1	ENSG00000103540
NP_056110.2	ENSG00000101596
NP_775771.3	ENSG00000128881
NP_055444.2	ENSG00000104728
NP_056419.2	ENSG00000119599
NP_001120650.1	ENSG00000174227
NP_005415.1	ENSG00000066056
NP_001408.2	ENSG00000063046
NP_057538.1	ENSG00000128463
NP_001156002.1	ENSG00000214193
NP_004099.2	ENSG00000160339
NP_612395.2	ENSG00000145414
NP_116165.1	ENSG00000171988
NP_003092.4	ENSG00000057252
NP_057455.1	ENSG00000132196
NP_055839.3	ENSG00000130227
NP_116027.2	ENSG00000179348
NP_009069.1	ENSG00000213988
NP_938080.1	ENSG00000164574
NP_060413.2	ENSG00000178974
NP_060024.2	ENSG00000173193
NP_002891.1	ENSG00000265203
NP_001231878.1	ENSG00000119927
NP_113645.1	ENSG00000166959
NP_006578.2	ENSG00000145244
NP_001123483.1	ENSG00000131126
NP_001128522.1	ENSG00000085552
NP_055900.4	ENSG00000132359
NP_036423.4	ENSG00000135476
NP_001946.3	ENSG00000078401
NP_001072.2	ENSG00000107611
NP_060667.2	ENSG00000020256
NP_694579.1	ENSG00000265763
NP_038481.2	ENSG00000198021
NP_940983.2	ENSG00000188177
NP_620687.2	ENSG00000145536
NP_055693.4	ENSG00000080608
NP_001123292.1	ENSG00000236320
NP_116213.1	ENSG00000153214
NP_001442.2	ENSG00000103241
NP_037366.1	ENSG00000178982
NP_733843.1	ENSG00000185220
NP_065104.1	ENSG00000169857
NP_079492.2	ENSG00000135925
NP_036450.1	ENSG00000168924
NP_037484.1	ENSG00000111817
NP_612390.1	ENSG00000154814
NP_055680.3	ENSG00000010292
NP_001020527.2	ENSG00000177119
NP_689537.1	ENSG00000153495
NP_003808.2	ENSG00000069206
NP_001227.1	ENSG00000159231
NP_004265.3	ENSG00000151320
NP_001354413.1	ENSG00000174332
NP_002703.1	ENSG00000115685
NP_002178.2	ENSG00000113302
NP_001231931.1	ENSG00000141905
NP_057230.1	ENSG00000196655
NP_001012999.3	ENSG00000155592
NP_001018864.2	ENSG00000173226
NP_001094094.2	ENSG00000166451
NP_065987.1	ENSG00000111364
NP_001004485.1	ENSG00000186881
NP_060164.3	ENSG00000151690
NP_543021.1	ENSG00000125903
NP_001741.4	ENSG00000153113
NP_982272.2	ENSG00000107099
NP_653197.2	ENSG00000165533
NP_001353314.1	ENSG00000141527
NP_057239.4	ENSG00000198598
NP_036485.2	ENSG00000221888
NP_055309.2	ENSG00000090905
NP_689839.1	ENSG00000146757
NP_058640.1	ENSG00000127364
NP_002978.1	ENSG00000102970
NP_009119.2	ENSG00000197150
NP_077310.1	ENSG00000170876
NP_653170.3	ENSG00000134668
NP_001381083.1	ENSG00000159788
NP_001265598.1	ENSG00000131196
NP_001374619.1	ENSG00000167216
NP_001365893.1	ENSG00000064309
NP_001186014.1	ENSG00000162782
NP_004262.1	ENSG00000112799
NP_001076777.1	ENSG00000253548
NP_055104.2	ENSG00000077274
NP_036345.2	ENSG00000103150
NP_060167.2	ENSG00000104413
NP_008936.2	ENSG00000106829
NP_005680.1	ENSG00000115657
NP_054808.1	ENSG00000139496
NP_115488.2	ENSG00000055950
NP_789781.2	ENSG00000179709
NP_001254500.1	ENSG00000095383
NP_004755.2	ENSG00000125207
NP_079169.1	ENSG00000101463
NP_060469.4	ENSG00000092098
NP_653242.3	ENSG00000164088
NP_112161.3	ENSG00000235109
NP_892006.3	ENSG00000131018
NP_112567.2	ENSG00000132972
NP_037493.3	ENSG00000178386
NP_036587.2	ENSG00000125637
NP_003542.1	ENSG00000112981
NP_005391.1	ENSG00000171132
NP_945314.1	ENSG00000163214
NP_001106995.1	ENSG00000173200
NP_056053.1	ENSG00000113645
NP_037512.3	ENSG00000062370
NP_660308.1	ENSG00000164366
NP_055454.1	ENSG00000198677
NP_002601.1	ENSG00000152256
NP_653175.2	ENSG00000140153
NP_001070254.2	ENSG00000060749
NP_783161.1	ENSG00000171115
NP_036267.1	ENSG00000145945
NP_705836.1	ENSG00000178150
NP_061877.1	ENSG00000001629
NP_006630.1	ENSG00000173198
NP_001120864.1	ENSG00000124920
NP_001186346.1	ENSG00000275832
NP_001088.2	ENSG00000100312
NP_065879.1	ENSG00000196867
NP_689481.2	ENSG00000162396
NP_001373023.1	ENSG00000273540
NP_443143.2	ENSG00000141446
NP_001129335.1	ENSG00000139160
NP_775806.2	ENSG00000152672
NP_055184.2	ENSG00000072135
NP_076931.1	ENSG00000173141
NP_849150.3	ENSG00000177992
NP_001093629.1	ENSG00000164746
NP_002538.1	ENSG00000079482
NP_068762.1	ENSG00000156639
NP_473446.1	ENSG00000179695
NP_001012520.2	ENSG00000160401
NP_001001957.2	ENSG00000238243
NP_001028171.1	ENSG00000078699
NP_001277152.2	ENSG00000150760
NP_612122.2	ENSG00000163141
NP_061966.1	ENSG00000288702
NP_057345.2	ENSG00000108423
NP_001265492.1	ENSG00000160963
NP_003044.1	ENSG00000036565
NP_004452.1	ENSG00000179115
NP_001730.1	ENSG00000174990
NP_848018.1	ENSG00000152492
NP_005583.1	ENSG00000030304
NP_057474.2	ENSG00000198917
NP_115992.1	ENSG00000115318
NP_001369155.1	ENSG00000089693
NP_000587.1	ENSG00000146678
NP_001123910.1	ENSG00000197694
NP_056985.3	ENSG00000166321
NP_859059.1	ENSG00000186666
NP_001164509.1	ENSG00000196433
NP_115886.1	ENSG00000188321
NP_068603.4	ENSG00000084693
NP_000525.1	ENSG00000064933
NP_689650.1	ENSG00000179195
NP_003703.1	ENSG00000141934
NP_631909.2	ENSG00000166246
NP_002035.1	ENSG00000156958
NP_060458.3	ENSG00000136021
NP_932766.1	ENSG00000240583
NP_005260.1	ENSG00000111087
NP_005344.2	ENSG00000156886
NP_061889.2	ENSG00000167916
NP_115605.2	ENSG00000184564
NP_689723.1	ENSG00000176635
NP_001240626.1	ENSG00000112851
NP_036372.1	ENSG00000089163
NP_001135.3	ENSG00000159461
NP_998759.1	ENSG00000111783
NP_940908.3	ENSG00000183423
NP_006050.3	ENSG00000050555
NP_000876.3	ENSG00000115232
NP_775487.2	ENSG00000170423
NP_001332977.1	ENSG00000183718
NP_060137.2	ENSG00000004766
NP_115912.1	ENSG00000079156
NP_060378.1	ENSG00000083838
NP_001383888.1	ENSG00000065882
NP_112570.2	ENSG00000116898
NP_060476.2	ENSG00000100416
NP_001350460.1	ENSG00000179988
NP_001102.3	ENSG00000160710
NP_001361282.1	ENSG00000074047
NP_061852.3	ENSG00000060237
NP_001363500.1	ENSG00000110514
NP_056532.4	ENSG00000116031
NP_001186026.1	ENSG00000007516
NP_001352928.1	ENSG00000198198
NP_647537.1	ENSG00000088812
NP_002950.3	ENSG00000134243
NP_003416.1	ENSG00000124459
NP_066986.1	ENSG00000146587
NP_114113.1	ENSG00000134588
NP_787077.1	ENSG00000182950
NP_001004754.1	ENSG00000187918
NP_067632.2	ENSG00000130711
NP_071347.2	ENSG00000164068
NP_002279.2	ENSG00000167618
NP_940890.4	ENSG00000180921
NP_002368.1	ENSG00000130368
NP_001307643.1	ENSG00000142197
NP_001366109.1	ENSG00000119715
NP_056081.1	ENSG00000197818
NP_775885.1	ENSG00000185164
NP_003777.2	ENSG00000108846
NP_001276976.1	ENSG00000099954
NP_055254.2	ENSG00000125571
NP_001091967.1	ENSG00000167037
NP_006272.2	ENSG00000104375
NP_000318.2	ENSG00000149489
NP_619635.1	ENSG00000116032
NP_872325.2	ENSG00000186191
NP_002654.3	ENSG00000129219
NP_006312.1	ENSG00000177479
NP_006294.2	ENSG00000106305
NP_055494.2	ENSG00000166037
NP_000701.2	ENSG00000100739
NP_001218.1	ENSG00000165806
NP_116192.4	ENSG00000165349
NP_055292.1	ENSG00000124251
NP_055091.2	ENSG00000124232
NP_002555.4	ENSG00000175591
NP_001382678.1	ENSG00000198965
NP_891988.1	ENSG00000152952
NP_872301.2	ENSG00000204361
NP_002236.1	ENSG00000135750
NP_005606.1	ENSG00000169413
NP_001375427.1	ENSG00000205329
NP_055573.3	ENSG00000120451
NP_001091046.1	ENSG00000214274
NP_055213.2	ENSG00000078081
NP_060382.3	ENSG00000138642
NP_061725.1	ENSG00000249158
NP_065906.1	ENSG00000229676
NP_004230.2	ENSG00000100815
NP_001025029.2	ENSG00000196376
NP_001962.3	ENSG00000139610
NP_079021.4	ENSG00000171241
NP_055670.1	ENSG00000242802
NP_000765.2	ENSG00000197446
NP_076918.1	ENSG00000197919
NP_057121.2	ENSG00000183520
NP_056155.1	ENSG00000011376
NP_031382.2	ENSG00000091128
NP_065851.1	ENSG00000068885
NP_060544.2	ENSG00000105248
NP_071319.3	ENSG00000170412
NP_002562.2	ENSG00000122133
NP_004961.1	ENSG00000099769
NP_006188.4	ENSG00000078674
NP_001381096.1	ENSG00000138835
NP_005244.1	ENSG00000075426
NP_001363516.1	ENSG00000163565
NP_060470.2	ENSG00000118242
NP_997263.3	ENSG00000188549
NP_115712.1	ENSG00000147536
NP_055662.3	ENSG00000143569
NP_004095.4	ENSG00000169710
NP_055027.1	ENSG00000123388
NP_004738.3	ENSG00000151208
NP_065882.2	ENSG00000196588
NP_001087199.1	ENSG00000232125
NP_066546.1	ENSG00000236637
NP_076427.2	ENSG00000182795
NP_079539.2	ENSG00000204576
NP_689985.1	ENSG00000166046
NP_000703.2	ENSG00000106605
NP_002486.1	ENSG00000164258
NP_444279.2	ENSG00000170037
NP_001351543.1	ENSG00000165097
NP_056243.1	ENSG00000142528
NP_006210.1	ENSG00000051382
NP_001070819.1	ENSG00000100461
NP_001018494.1	ENSG00000134644
NP_055809.2	ENSG00000137802
NP_064590.2	ENSG00000264522
NP_113670.1	ENSG00000152348
NP_079111.1	ENSG00000278311
NP_055568.3	ENSG00000165733
NP_055767.3	ENSG00000140320
NP_001077.2	ENSG00000114771
NP_061734.1	ENSG00000204962
NP_037467.2	ENSG00000144591
NP_008980.1	ENSG00000112763
NP_004058.1	ENSG00000106069
NP_004354.3	ENSG00000105388
NP_055295.2	ENSG00000198131
NP_001154971.1	ENSG00000213020
NP_001121365.1	ENSG00000186567
NP_038475.2	ENSG00000127507
NP_071430.2	ENSG00000136514
NP_852118.2	ENSG00000135968
NP_055874.2	ENSG00000171914
NP_001336652.1	ENSG00000137094
NP_115887.1	ENSG00000131721
NP_055514.3	ENSG00000167395
NP_955535.3	ENSG00000159648
NP_000370.2	ENSG00000158125
NP_055453.2	ENSG00000149527
NP_006222.2	ENSG00000177084
NP_036595.2	ENSG00000185344
NP_001005163.1	ENSG00000181609
NP_001073883.2	ENSG00000015133
NP_001006659.1	ENSG00000117322
NP_004686.1	ENSG00000170190
NP_004675.3	ENSG00000152583
NP_006524.1	ENSG00000261857
NP_001073981.1	ENSG00000122870
NP_036370.2	ENSG00000096717
NP_597702.2	ENSG00000198785
NP_002820.3	ENSG00000070159
NP_002155.1	ENSG00000131203
NP_001124154.1	ENSG00000164116
NP_113663.2	ENSG00000187017
NP_060456.3	ENSG00000132517
NP_001373903.1	ENSG00000105642
NP_065184.2	ENSG00000162430
NP_115553.2	ENSG00000164902
NP_003897.2	ENSG00000160294
NP_002257.1	ENSG00000182481
NP_078948.3	ENSG00000168152
NP_001380558.1	ENSG00000060709
NP_004924.1	ENSG00000129910
NP_055431.1	ENSG00000058063
NP_653273.3	ENSG00000155719
NP_006833.2	ENSG00000087365
NP_003794.3	ENSG00000101605
NP_005251.1	ENSG00000164404
NP_078811.3	ENSG00000262246
NP_004757.1	ENSG00000184432
NP_848660.3	ENSG00000147655
NP_001012992.1	ENSG00000204052
NP_056258.1	ENSG00000120071
NP_689648.2	ENSG00000139344
NP_060482.2	ENSG00000162849
NP_003873.1	ENSG00000104415
NP_004778.1	ENSG00000145147
NP_775822.3	ENSG00000165138
NP_116114.1	ENSG00000137656
NP_899232.2	ENSG00000140450
NP_064708.1	ENSG00000088682
NP_001035940.1	ENSG00000111860
NP_005381.1	ENSG00000163114
NP_061747.2	ENSG00000262209
NP_001596.2	ENSG00000090861
NP_001354996.1	ENSG00000122367
NP_055768.3	ENSG00000083520
NP_056236.2	ENSG00000184857
NP_060191.3	ENSG00000132024
NP_001451.2	ENSG00000094963
NP_659496.2	ENSG00000157353
NP_001364232.1	ENSG00000185513
NP_149992.3	ENSG00000049769
NP_112241.2	ENSG00000151846
NP_115575.1	ENSG00000150347
NP_001952.1	ENSG00000167658
NP_056021.1	ENSG00000169330
NP_001032406.1	ENSG00000132259
NP_001164100.1	ENSG00000100888
NP_112208.1	ENSG00000204695
NP_653303.2	ENSG00000160838
NP_055071.2	ENSG00000179913
NP_055598.1	ENSG00000198826
NP_001034841.3	ENSG00000184999
NP_932068.2	ENSG00000164898
NP_859058.2	ENSG00000141371
NP_001273506.1	ENSG00000168014
NP_149015.2	ENSG00000186472
NP_001363042.1	ENSG00000177311
NP_079143.3	ENSG00000152582
NP_001352.2	ENSG00000102967
NP_001341412.1	ENSG00000147408
NP_003721.2	ENSG00000026297
NP_003581.1	ENSG00000036257
NP_002942.2	ENSG00000118705
NP_079413.3	ENSG00000104133
NP_001364459.1	ENSG00000187908
NP_000601.3	ENSG00000026508
NP_055501.2	ENSG00000166398
NP_033720.2	ENSG00000131480
NP_000642.3	ENSG00000203710
NP_697021.1	ENSG00000117448
NP_001351834.1	ENSG00000198589
NP_060788.3	ENSG00000123106
NP_000883.2	ENSG00000164344
NP_079114.3	ENSG00000185875
NP_005402.3	ENSG00000122852
NP_071353.4	ENSG00000068097
NP_060760.2	ENSG00000169299
NP_001124.1	ENSG00000079557
NP_542164.2	ENSG00000141447
NP_057314.2	ENSG00000065615
NP_009187.1	ENSG00000137491
NP_071354.2	ENSG00000104611
NP_001004749.1	ENSG00000176895
NP_005756.2	ENSG00000182220
NP_061132.2	ENSG00000162946
NP_689531.2	ENSG00000151131
NP_938017.2	ENSG00000186889
NP_060718.3	ENSG00000109674
NP_056307.3	ENSG00000167173
NP_064629.2	ENSG00000111666
NP_055628.1	ENSG00000198799
NP_714918.2	ENSG00000155875
NP_055209.2	ENSG00000165678
NP_848512.1	ENSG00000048052
NP_115647.2	ENSG00000131653
NP_001129954.1	ENSG00000214212
NP_775773.2	ENSG00000178226
NP_001001952.1	ENSG00000186119
NP_055950.2	ENSG00000155561
NP_775833.2	ENSG00000112078
NP_003479.1	ENSG00000121057
NP_060513.5	ENSG00000131620
NP_001008895.1	ENSG00000139842
NP_001127704.1	ENSG00000106460
NP_001543.2	ENSG00000141753
NP_001380515.1	ENSG00000169994
NP_872312.2	ENSG00000177689
NP_002655.2	ENSG00000115956
NP_001354734.1	ENSG00000137807
NP_000502.4	ENSG00000176920
NP_620061.2	ENSG00000170950
NP_003064.2	ENSG00000099956
NP_001369346.1	ENSG00000196684
NP_001070818.1	ENSG00000103148
NP_003789.1	ENSG00000119326
NP_001776.1	ENSG00000158825
NP_003652.2	ENSG00000100342
NP_005563.1	ENSG00000160789
NP_115964.2	ENSG00000126603
NP_001340623.1	ENSG00000156299
NP_001278992.1	ENSG00000188162
NP_078813.1	ENSG00000134905
NP_003822.2	ENSG00000101782
NP_005104.4	ENSG00000066455
NP_065754.2	ENSG00000181754
NP_064631.2	ENSG00000146828
NP_061195.2	ENSG00000056736
NP_009035.3	ENSG00000198755
NP_775873.2	ENSG00000066084
NP_001018857.2	ENSG00000204524
NP_003519.1	ENSG00000184678
NP_612455.1	ENSG00000156928
NP_207837.2	ENSG00000152910
NP_006769.2	ENSG00000204613
NP_542453.2	ENSG00000138316
NP_001129198.1	ENSG00000147421
NP_612452.1	ENSG00000152240
NP_000331.1	ENSG00000163581
NP_005660.4	ENSG00000129625
NP_002721.1	ENSG00000072062
NP_060606.3	ENSG00000066279
NP_055637.2	ENSG00000150961
NP_001012339.2	ENSG00000168724
NP_001070675.1	ENSG00000138674
NP_006234.1	ENSG00000066027
NP_060921.3	ENSG00000151849
NP_851852.2	ENSG00000241484
NP_056147.2	ENSG00000015676
NP_115642.4	ENSG00000221843
NP_056132.1	ENSG00000055917
NP_653091.3	ENSG00000137812
NP_036563.1	ENSG00000170381
NP_056417.2	ENSG00000143337
NP_113676.2	ENSG00000100395
NP_005482.2	ENSG00000013619
NP_060065.2	ENSG00000168256
NP_001300954.1	ENSG00000182362
NP_005887.2	ENSG00000138413
NP_079100.2	ENSG00000100722
NP_000121.2	ENSG00000198734
NP_778148.2	ENSG00000161091
NP_055519.1	ENSG00000116198
NP_001769.2	ENSG00000117091
NP_059119.2	ENSG00000109586
NP_078886.2	ENSG00000169087
NP_001004735.1	ENSG00000186113
NP_060510.1	ENSG00000092978
NP_853530.2	ENSG00000257923
NP_036348.2	ENSG00000080561
NP_060944.3	ENSG00000088970
NP_066190.2	ENSG00000103569
NP_598009.1	ENSG00000171606
NP_055049.1	ENSG00000204228
NP_061116.5	ENSG00000165125
NP_001120689.1	ENSG00000120693
NP_003620.3	ENSG00000117461
NP_002681.1	ENSG00000070501
NP_114119.2	ENSG00000158220
NP_055777.1	ENSG00000132640
NP_003322.3	ENSG00000105397
NP_001996.1	ENSG00000182511
NP_848547.4	ENSG00000154099
NP_003305.1	ENSG00000113312
NP_073605.4	ENSG00000162775
NP_060233.3	ENSG00000108375
NP_068556.2	ENSG00000125798
NP_001380836.1	ENSG00000156097
NP_065759.1	ENSG00000124140
NP_001166994.1	ENSG00000169851
NP_004663.3	ENSG00000142733
NP_001138341.1	ENSG00000175536
NP_009166.2	ENSG00000184575
NP_002401.1	ENSG00000152127
NP_078988.3	ENSG00000102890
NP_055992.1	ENSG00000110042
NP_057274.1	ENSG00000143536
NP_001317965.1	ENSG00000109381
NP_005518.3	ENSG00000204390
NP_009078.1	ENSG00000105497
NP_002803.2	ENSG00000099341
NP_060335.2	ENSG00000171163
NP_852091.1	ENSG00000284862
NP_001362942.1	ENSG00000159023
NP_061751.1	ENSG00000242419
NP_612152.1	ENSG00000158683
NP_001638.1	ENSG00000189058
NP_116190.3	ENSG00000166086
NP_001177779.1	ENSG00000080802
NP_001308756.2	ENSG00000167483
NP_705833.3	ENSG00000080200
NP_002643.1	ENSG00000159763
NP_112597.4	ENSG00000110060
NP_005658.1	ENSG00000239305
NP_001265227.1	ENSG00000172752
NP_001188281.1	ENSG00000161944
NP_001287.2	ENSG00000144648
NP_689653.4	ENSG00000174206
NP_001763.3	ENSG00000105383
NP_001020280.1	ENSG00000174059
NP_068375.3	ENSG00000160695
NP_000668.1	ENSG00000282608
NP_776152.1	ENSG00000165650
NP_057737.2	ENSG00000091436
NP_001084.3	ENSG00000076555
NP_006195.3	ENSG00000095464
NP_006493.1	ENSG00000170734
NP_005677.2	ENSG00000143842
NP_872293.2	ENSG00000185585
NP_001382836.1	ENSG00000172717
NP_036466.2	ENSG00000145555
NP_689452.1	ENSG00000205560
NP_002709.2	ENSG00000073711
NP_065141.3	ENSG00000214113
NP_004458.3	ENSG00000104760
NP_940944.1	ENSG00000152439
NP_057400.1	ENSG00000135945
NP_056190.1	ENSG00000133059
NP_001354553.1	ENSG00000225614
NP_149061.1	ENSG00000069998
NP_597734.2	ENSG00000172403
NP_004823.1	ENSG00000148834
NP_004986.1	ENSG00000157227
NP_001164171.2	ENSG00000197057
NP_001357623.1	ENSG00000146205
NP_001028219.1	ENSG00000168743
NP_004696.2	ENSG00000137492
NP_114161.3	ENSG00000144962
NP_005791.3	ENSG00000132952
NP_005614.2	ENSG00000108700
NP_001182555.1	ENSG00000078403
NP_060128.2	ENSG00000179454
NP_689596.4	ENSG00000144535
NP_001563.2	ENSG00000185507
NP_004361.3	ENSG00000111799
NP_001107866.1	ENSG00000164329
NP_060506.6	ENSG00000066739
NP_115666.2	ENSG00000133302
NP_055312.2	ENSG00000075292
NP_065789.1	ENSG00000134313
NP_932326.2	ENSG00000197893
NP_002208.3	ENSG00000162267
NP_006284.2	ENSG00000092445
NP_653310.2	ENSG00000162927
NP_775900.2	ENSG00000178690
NP_079455.3	ENSG00000076356
NP_112181.3	ENSG00000101447
NP_543152.1	ENSG00000162999
NP_653249.1	ENSG00000155530
NP_003950.1	ENSG00000130787
NP_919306.2	ENSG00000168661
NP_477513.2	ENSG00000124003
NP_443177.1	ENSG00000159958
NP_001375348.1	ENSG00000160145
NP_001365019.1	ENSG00000181404
NP_001334924.1	ENSG00000135063
NP_055704.2	ENSG00000107959
NP_056167.1	ENSG00000101346
NP_004275.4	ENSG00000131778
NP_004144.2	ENSG00000085840
NP_997239.2	ENSG00000198912
NP_002356.2	ENSG00000198798
NP_079112.1	ENSG00000171161
NP_689576.6	ENSG00000160117
NP_997276.1	ENSG00000188624
NP_001909.4	ENSG00000137992
NP_004435.3	ENSG00000196411
NP_001295158.1	ENSG00000174928
NP_001099009.1	ENSG00000205189
NP_055880.2	ENSG00000110723
NP_001027.3	ENSG00000198838
NP_001093242.1	ENSG00000142973
NP_031384.1	ENSG00000143033
NP_037506.2	ENSG00000170248
NP_001275519.1	ENSG00000196345
NP_001013668.2	ENSG00000213714
NP_434700.2	ENSG00000187796
NP_004846.4	ENSG00000069943
NP_005493.2	ENSG00000165029
NP_055797.2	ENSG00000100731
NP_001018855.2	ENSG00000186230
NP_001093122.1	ENSG00000180998
NP_001359007.1	ENSG00000009413
NP_001001920.2	ENSG00000181939
NP_064571.1	ENSG00000196636
NP_001252518.1	ENSG00000133318
NP_001005490.1	ENSG00000197706
NP_001123517.1	ENSG00000162571
NP_085055.2	ENSG00000123810
NP_001686.1	ENSG00000155097
NP_078789.2	ENSG00000163820
NP_067047.4	ENSG00000148143
NP_006813.1	ENSG00000141542
