NP_001079.1	F1T0I5
NP_001359037.1	C9K4X7
NP_001073.3	P78329
NP_690618.2	Q16760
NP_003641.3	O76096
NP_003642.3	A0A024RAQ1
NP_001014447.2	Q66K79
NP_003644.2	Q9UNS2
NP_003645.1	O43916
NP_003646.2	A0A0S2Z5B2
NP_003647.1	B0YIY3
NP_003649.2	Q9UMQ3
NP_001136402.1	Q9BZZ5
NP_003650.1	O00116
NP_006760.1	P61968
NP_003652.2	O14791
NP_003651.1	O75145
NP_001018119.1	A0A024RBX6
NP_001008391.1	Q9UFW8
NP_003656.2	O75636
NP_003655.3	A0A0S2Z5J4
NP_001307902.1	Q9H2G9
NP_003661.1	O14503
NP_003658.1	A0A0A8K8C7
NP_003664.1	A2TDC0
NP_057250.1	O75925
NP_201588.1	O60729
NP_003663.2	Q9UNH5
NP_003666.1	Q99633
NP_443714.3	Q15131
NP_003667.1	A0A024R3P1
NP_003668.2	A0A024RBR3
NP_003669.4	A0A024R1D6
NP_003670.2	O15229
NP_003672.1	O00764
NP_003674.1	P56182
NP_003671.1	A0A0S2Z4R1
NP_001129025.2	A0A499FJN1
NP_001354650.1	O14936
NP_003678.2	P50479
NP_003680.2	O43488
NP_001353228.1	M0R0C6
NP_003681.1	O75569
NP_001317142.1	O75716
NP_003683.2	Q8IYR6
NP_003686.1	Q14210
NP_003684.2	Q14162
NP_001382988.1	A0A2R8Y4L6
NP_003687.2	A0A126GW91
NP_733466.1	O76081
NP_001278907.1	P78316
NP_003692.1	O14788
NP_003696.2	O75746
NP_003698.1	A0A384MTR5
NP_003699.3	O75452
NP_003697.2	A0A024QZH0
NP_003700.1	A0A024R3X8
NP_003702.2	A0A024QZS3
NP_003703.1	O43688
NP_003704.3	O14495
NP_003705.1	O76061
NP_003708.1	O15130
NP_003706.2	O60763
NP_003707.2	Q9ULU8
NP_003711.1	O95456
NP_003710.1	O95263
NP_003712.1	A0A024R7M1
NP_003709.3	Q14004
NP_003716.2	A0A024RB43
NP_004183.2	O95671
NP_003713.3	A0A0S2Z4N5
NP_003717.3	Q86WV1
NP_003719.3	O95185
NP_003721.2	O00584
NP_003720.1	O00442
NP_003722.2	A0A024R8G6
NP_003723.1	O60516
NP_003724.1	Q15646
NP_003725.1	Q16853
NP_003727.1	Q9UN71
NP_003730.4	P42330
NP_003731.1	A0A024RD32
NP_003729.3	Q9Y6C5
NP_068805.1	Q9UHA4
NP_001005743.1	A0A024R6F4
NP_003732.2	Q9H2X0
NP_003733.2	O95342
NP_003734.3	Q15788
NP_003737.1	P63167
NP_003736.1	O15524
NP_003739.2	A0A024RAC7
NP_004651.2	A0A024R9A4
NP_001074.2	O76074
NP_003738.2	O95271
NP_001032360.1	A0A024R821
NP_003740.2	Q9Y4H2
NP_003745.1	O00303
NP_003744.1	O15371
NP_003747.1	O15372
NP_003746.2	O75821
NP_003748.1	Q13347
NP_003749.2	A0A024R5S5
NP_003743.1	A0A024QYU9
NP_003741.1	Q14152
NP_003752.2	Q9BV40
NP_001091954.1	Q9Y6R1
NP_003753.2	O75379
NP_001001433.1	O14662
NP_003756.1	O60499
NP_003755.2	O75558
NP_003759.1	B1AKZ4
NP_003760.1	Q13242
NP_001300927.1	A0A024R1X5
NP_006761.1	Q4ZG40
NP_006762.3	O76015
NP_003761.3	O76014
NP_003764.3	Q12891
NP_003762.1	O76013
NP_036211.2	O75907
NP_003766.1	O95977
NP_003769.1	B2RAZ5
NP_001248762.1	Q9Y4A0
NP_004652.2	Q9UJX2
NP_003765.2	Q8N4A0
NP_003773.1	O96024
NP_003770.1	A0A384NY44
NP_003771.1	O60909
NP_003772.1	O75752
NP_003774.1	O43825
NP_066191.1	Q9Y5Z6
NP_003775.1	O75635
NP_003776.2	O75459
NP_003781.1	Q93038
NP_003780.1	Q15628
NP_003778.2	O94818
NP_003783.1	O60869
NP_003784.2	Q9UBX1
NP_003782.1	Q14703
NP_003777.2	O15438
NP_003786.1	O60493
NP_003785.1	O95219
NP_003788.2	O75530
NP_003787.2	O94763
NP_003789.1	Q9UBT7
NP_003790.1	O43148
NP_003791.3	O60942
NP_003792.1	O43292
NP_003797.1	O00198
NP_003796.1	P78560
NP_001341859.1	A0A024QZU0
NP_003799.1	O75888
NP_001363816.1	O43557
NP_003794.3	P52179
NP_003793.2	Q9UKX3
NP_003800.1	O43508
NP_003801.1	P50591
NP_003802.1	A0A0U5J8I0
NP_003804.2	Q9UKJ8
NP_003805.4	O43506
NP_003803.1	A0A024R3W8
NP_055052.1	Q9Y3Q7
NP_997080.1	Q13444
NP_003809.1	O95674
NP_003807.1	Q13443
NP_003808.2	A0A384MTL6
NP_003811.2	A0A024R052
NP_004654.1	A0A024R5Z8
NP_006007.2	Q04900
NP_003815.1	Q13158
NP_003814.1	O95407
NP_003812.1	A0A0S2Z4Z8
NP_003817.1	Q6FHY4
NP_003818.2	A0A024R0R9
NP_003816.2	A8K287
NP_001293073.1	F8WA39
NP_003822.2	B0YJ89
NP_003821.1	O15389
NP_004186.1	Q9Y5U5
NP_899180.1	O94810
NP_003828.2	O00757
NP_003827.4	P80370
NP_003826.2	O75916
NP_001365707.1	O75970
NP_003832.3	O14798
NP_003833.4	O14763
NP_659001.2	O95171
NP_003829.4	A0A0S2Z5C6
NP_003830.1	Q9Y6Q6
NP_003837.1	A0A024R4E7
NP_003835.3	O00220
NP_003838.1	B2R8C6
NP_001381708.1	A0A0A0MTH5
NP_003840.2	P53597
NP_003839.2	Q96I99
NP_003841.1	E5KS60
NP_003842.1	O75629
NP_001380416.1	O95256
NP_003845.2	Q9HB29
NP_003846.1	Q13478
NP_056989.2	O15164
NP_003851.1	A0A024R5H0
NP_003848.1	O43603
NP_003850.1	A0A0S2Z4Y5
NP_001092872.1	A0A024R6K1
NP_003854.1	O94777
NP_003853.1	A0A7U3JVY7
NP_003852.1	Q96JK2
NP_003855.1	O75446
NP_003856.1	A1LQR0
NP_003858.1	O60258
NP_001095139.1	O15327
NP_003859.1	A0A7U3L5H2
NP_004655.1	O14910
NP_001352334.1	O00748
NP_003864.5	O14786
NP_003867.1	P17152
NP_003866.1	A0A140VJK6
NP_001257400.1	A0A024RBD2
NP_003869.1	Q92820
NP_003870.4	A0A024R3Y4
NP_003861.1	P46940
NP_003872.1	O76076
NP_937882.2	A0A384NYW3
NP_006763.2	Q96PV0
NP_003873.1	O95388
NP_003874.2	O15379
NP_006008.1	O43490
NP_006009.2	P49019
NP_001381512.1	A0A2R8Y5H9
NP_006011.2	Q13686
NP_003876.1	Q15078
NP_904358.2	Q15714
NP_003875.3	Q92831
NP_003880.3	O75469
NP_003879.2	O94788
NP_003882.1	P22891
NP_059109.3	Q9ULZ1
NP_003877.2	A0A384MQY7
NP_003878.1	O43150
NP_001106878.1	Q86U70
NP_073728.1	O15055
NP_003888.2	A0A1U9X7X2
NP_003887.3	Q9UNP4
NP_003889.1	O15056
NP_006014.2	O75794
NP_004657.2	O95497
NP_004656.3	O95498
NP_001340975.1	A0A2R8YG42
NP_001136073.1	Q53ZR5
NP_003891.1	Q13501
NP_003893.2	Q96AE4
NP_003892.2	O95470
NP_003895.1	O75312
NP_001072113.1	A0A024RDZ2
NP_066918.2	Q9Y289
NP_003896.1	Q13564
NP_006764.3	Q9NVP1
NP_006015.4	Q86VP1
NP_065098.1	Q9NR50
NP_001029288.1	Q9UI10
NP_055054.1	P49770
NP_003901.2	P41223
NP_003899.2	P20042
NP_003900.1	A0A024R994
NP_003898.2	Q13144
NP_003897.2	O60318
NP_057240.3	Q13614
NP_001259000.1	A0A5F9ZHW1
NP_003905.1	P78396
NP_690902.1	Q99829
NP_066576.1	Q13615
NP_115882.1	A0A024R7K8
NP_001165910.1	P21128
NP_003908.1	O75843
NP_003904.3	A0A024QZY5
NP_003910.1	A0A0S2Z4P5
NP_066919.2	Q9P0X4
NP_003911.2	Q9UNS1
NP_001381263.1	A0A024R0T6
NP_003912.1	O95999
NP_066921.2	O95180
NP_061496.2	O43497
NP_003915.2	Q99453
NP_003914.1	O75593
NP_001071639.1	A6ZKI3
NP_003920.1	O14966
NP_055421.1	Q15034
NP_003921.2	O75563
NP_003918.1	Q9UBB5
NP_003922.1	Q92558
NP_003927.1	Q13319
NP_003925.1	A0A024R8A7
NP_066408.1	A4FTV9
NP_001269041.1	A0A024R1C2
NP_066298.1	P68431
NP_003928.1	Q16719
NP_378663.1	A0A0S2Z4P6
NP_066402.2	A0A024RCJ2
NP_006017.1	Q92522
NP_004189.1	Q15825
NP_006299.1	Q12988
NP_003934.1	O95210
NP_003932.3	O00401
NP_001075.1	O60568
NP_003933.1	O75676
NP_003931.2	A0A0A6YZ17
NP_003936.1	O15342
NP_005082.1	O75594
NP_003935.2	Q13228
NP_015628.2	O75762
NP_055055.1	Q9UGP4
NP_003941.2	Q96RI0
NP_005671.3	Q53T94
NP_001269124.1	O95258
NP_001317653.1	J3KNE8
NP_005672.1	Q15573
NP_003944.1	A8K5D4
NP_003946.3	O14543
NP_003945.2	Q99558
NP_004660.2	O95833
NP_003947.1	O95992
NP_001243556.1	Q8IWQ3
NP_003951.3	Q9UHE5
NP_003949.1	O76064
NP_003954.2	O14894
NP_003950.1	O75146
NP_115784.1	Q9UIG0
NP_003956.2	B2R8C0
NP_003958.2	O14804
NP_057196.2	Q9P0L9
NP_003957.2	Q13591
NP_003960.1	A0A024R4T4
NP_003959.3	Q8TBC4
NP_001030168.1	P50914
NP_001124000.1	O60271
NP_003963.1	O14981
NP_003965.2	O60496
NP_003966.2	Q9NP31
NP_077748.3	A0A0S2Z4R2
NP_476432.2	Q5T4W7
NP_003970.1	Q8NFJ5
NP_003969.2	A0A0S2Z5P3
NP_066923.3	Q9Y697
NP_003971.1	Q14244
NP_003972.2	O43663
NP_003975.1	Q13183
NP_003973.3	A0A0S2Z502
NP_003974.3	A0A024R719
NP_004662.2	O75928
NP_005434.4	O43252
NP_001172001.1	P56749
NP_004664.1	O95841
NP_004663.3	O95382
NP_004665.2	Q9UBL3
NP_955360.1	A0A0K0K1I9
NP_067018.2	P56747
NP_008915.1	P78369
NP_065117.1	P57739
NP_004666.1	O95661
NP_066924.1	A5JSJ9
NP_001281.1	O43679
NP_004669.2	O14599
NP_066192.1	O95484
NP_004670.1	O14598
NP_004667.2	A0A384MTZ8
NP_004672.2	O14602
NP_004193.1	O14604
NP_004194.3	Q99640
NP_005137.1	O43290
NP_005138.3	Q53G26
NP_005139.1	Q13432
NP_005140.1	O60806
NP_001073977.1	O95935
NP_005142.1	P54578
NP_004196.4	O75604
NP_001291213.1	P35125
NP_005144.2	Q14694
NP_005145.3	A0A024R5S4
NP_690608.1	Q15493
NP_004677.3	Q9Y216
NP_004676.3	Q9Y217
NP_004679.2	Q13287
NP_004680.2	Q13330
NP_001364996.1	A0A804HJV7
NP_004682.2	P61421
NP_116116.1	Q16352
NP_116752.1	A0A024R2N5
NP_004684.2	O95678
NP_004681.1	O95835
NP_004686.1	O15375
NP_004685.2	A0A024R8J3
NP_004687.1	O15374
NP_004198.1	A0A024R8U1
NP_066272.1	O00151
NP_005435.1	D5MQE1
NP_005437.2	O15547
NP_005436.1	Q9UQE7
NP_004689.1	O43395
NP_004690.1	Q14320
NP_004199.1	O95831
NP_004691.2	P56696
NP_004692.1	O95067
NP_477097.1	A0A024R9B0
NP_004695.1	O43818
NP_004694.2	Q15276
NP_004698.3	O94817
NP_001231855.1	Q5T1M7
NP_004699.1	O14737
NP_004200.2	O43761
NP_004702.2	O43759
NP_004697.2	A0A024R0R1
NP_004701.1	A0A024R8T9
NP_004703.1	A0A0S2Z4R4
NP_004704.3	O60524
NP_004201.3	O76050
NP_004705.1	A0A024R0I0
NP_004203.2	O43868
NP_004202.4	Q9Y345
NP_004706.3	Q9Y5B0
NP_569082.2	Q9UQ84
NP_004204.3	O00337
NP_004206.1	A0A024R9E0
NP_004707.2	Q16549
NP_004709.2	O14548
NP_001308637.1	A0A087WV00
NP_066926.1	P63313
NP_057316.3	Q01638
NP_004710.2	Q99590
NP_004713.2	O00189
NP_006019.1	O95264
NP_004712.1	O43283
NP_005438.2	O75901
NP_003990.1	Q99650
NP_004715.1	O43264
NP_004716.1	O43684
NP_001155855.1	Q92974
NP_004717.2	Q8NFH8
NP_004719.2	Q9NR30
NP_127491.1	O75618
NP_001164607.1	A0A024RBU4
NP_004718.1	O60721
NP_004723.2	O43448
NP_001257552.1	A0A024RBB2
NP_055056.3	B0YJ81
NP_004724.1	O00400
NP_001317000.1	O15075
NP_005086.2	Q5VZL5
NP_006300.1	Q9Y608
NP_005439.2	O95972
NP_001136156.1	Q9UJ78
NP_005088.1	A0A0S2Z4S7
NP_004208.2	Q96GD4
NP_005440.1	O60667
NP_009098.3	O95789
NP_004727.2	A0A024R911
NP_963893.1	Q14202
NP_004729.1	O95292
NP_919415.2	Q9P0L0
NP_598397.1	O95461
NP_004730.2	A0A024R534
NP_004732.2	Q14978
NP_004735.2	O95237
NP_001333739.1	A0A1B0GTN4
NP_004210.1	O95997
NP_004209.2	Q15907
NP_004737.2	O14490
NP_004738.3	Q8TDM6
NP_005441.1	Q13253
NP_004740.2	Q969Z0
NP_006020.4	Q8ND90
NP_004214.1	O14933
NP_005089.2	O60682
NP_004741.1	O75462
NP_004742.1	A0A024R5T9
NP_004743.1	O75603
NP_004215.2	Q13585
NP_004744.2	O75911
NP_004747.1	Q9Y6R0
NP_001135888.2	Q12904
NP_004746.2	O75582
NP_116584.2	P49137
NP_005442.2	Q9NR12
NP_004217.1	O94768
NP_004216.2	Q9Y4C4
NP_004751.2	Q9UEE5
NP_004749.2	O95153
NP_004753.1	Q15438
NP_004756.2	Q8WUZ0
NP_004754.1	O14713
NP_001698.2	Q9BQE9
NP_004755.2	A0A024RBS5
NP_005443.3	O15213
NP_004757.1	P35606
NP_008916.2	Q9UND3
NP_005444.4	A0A1U9X8V3
NP_001028252.1	Q9P1P5
NP_004758.3	O60883
NP_958933.1	A0A0S2Z517
NP_004220.2	O60244
NP_005674.2	A8K858
NP_005675.3	F2YGU0
NP_004221.3	A0A024R7B2
NP_001337534.1	Q05519
NP_004222.2	A4D1K0
NP_004223.2	A0A024R379
NP_004224.1	Q01151
NP_004760.1	A0A090N7X8
NP_004225.3	Q14590
NP_004763.1	Q16612
NP_001248765.1	Q96BW5
NP_004762.2	O60882
NP_004227.1	P61201
NP_004228.1	Q15645
NP_004761.2	Q92953
NP_057297.2	Q15650
NP_004764.1	A0A024R0X8
NP_001275891.1	Q15642
NP_004230.2	Q15643
NP_004766.2	Q9UBX8
NP_036219.2	Q9Y5Q8
NP_036336.2	Q9UKN8
NP_036218.1	Q9Y5Q9
NP_963925.2	O43548
NP_001288002.1	Q9UFF9
NP_004767.1	O43286
NP_004772.1	Q15836
NP_004773.1	O95721
NP_004237.1	A0A384MTS7
NP_004775.1	O95803
NP_057235.2	Q9UL54
NP_004238.3	Q15029
NP_000969.1	A0A024R1Q8
NP_004777.1	O43396
NP_005445.1	O95813
NP_001123484.1	Q15599
NP_004780.3	P50458
NP_001191006.1	Q14139
NP_004778.1	O94813
NP_004782.1	A0A024RDW7
NP_004783.2	Q13427
NP_001017979.1	P51157
NP_004785.1	Q14088
NP_006023.1	O95741
NP_004784.2	P36776
NP_004242.1	A0A024RBV5
NP_004243.1	O14745
NP_004786.2	Q9UEF7
NP_004788.1	A8K660
NP_005146.4	A0A1U9X8D2
NP_004789.1	O15066
NP_001026859.1	Q9Y263
NP_004790.2	O95405
NP_004246.2	P20674
NP_036335.1	A0A384N605
NP_004245.2	Q8TCC7
NP_004791.1	A0A024QYR8
NP_061184.1	Q8WTW3
NP_055895.1	Q9P2S2
NP_006024.1	A0A024R2B5
NP_001306962.1	Q9Y267
NP_919224.1	Q9HC10
NP_004795.1	O76071
NP_004798.3	O60243
NP_004247.2	Q9Y226
NP_004799.1	O60551
NP_004800.2	Q9UBI4
NP_001243035.1	Q93033
NP_004248.2	Q8WUH2
NP_004801.1	O75791
NP_004250.4	A0A024R8M9
NP_004251.4	O94761
NP_976225.1	O95218
NP_004802.1	O60711
NP_004253.1	O60235
NP_004804.2	Q9Y5Y5
NP_004805.2	A0MNP2
NP_004255.2	A0A024RAW0
NP_001334924.1	A0A0A0MR12
NP_004806.3	Q52LW3
NP_004256.1	O95864
NP_054890.1	Q9P021
NP_004808.2	Q9UDY2
NP_004812.1	O96004
NP_004811.1	O75881
NP_003408.1	O43296
NP_004813.2	O95631
NP_004809.2	A0A024R0Z3
NP_004814.1	B2RDS2
NP_004816.1	Q9Y6F7
NP_004817.2	A0A6F7YIA8
NP_004258.2	Q9Y4C5
NP_004818.2	A1LUE4
NP_004819.2	O95944
NP_004259.3	Q9NVC6
NP_004820.2	A0A0A0MQZ0
NP_004261.1	O43513
NP_004822.2	O95402
NP_004260.2	A0A024R8B7
NP_006766.1	Q96PU8
NP_004821.2	Q9ULK4
NP_004823.1	P78417
NP_068839.1	A0A384MDP7
NP_004824.1	O14862
NP_004262.1	O95711
NP_004858.1	O43736
NP_004829.3	Q9NSC5
NP_004828.1	A0A024R3R2
NP_004827.4	Q9NZJ5
NP_004263.1	Q86YM7
NP_001309395.1	Q5TD97
NP_004831.1	Q15052
NP_068808.1	P61296
NP_057461.2	Q9P0M2
NP_036539.1	A0A024R1J5
NP_004835.2	O60239
NP_004836.2	Q9Y5K3
NP_004834.1	Q6UWB1
NP_004837.1	O60573
NP_004264.2	Q7LGC8
NP_001099026.1	Q5TEJ8
NP_004840.1	A9UGY9
NP_004266.2	Q9H944
NP_004842.1	O96009
NP_001028849.1	Q9NZU7
NP_004265.3	Q13023
NP_004268.3	O95847
NP_004843.2	O95948
NP_005447.1	Q9UQF2
NP_004844.1	Q9UNK0
NP_004845.1	O43529
NP_004841.2	O75116
NP_004269.1	Q9Y2B2
NP_004846.4	Q92521
NP_077733.3	A0A024R8V5
NP_006805.2	A0A140VJT2
NP_004848.3	P24588
NP_001354734.1	A0A7I2V5Y5
NP_006781.1	A0A0C4DFM5
NP_008917.3	Q9Y5V3
NP_001035049.1	Q2Y0W8
NP_008934.1	O60829
NP_570133.1	A0A024R2A6
NP_008918.1	Q9UNE2
NP_005090.3	O75173
NP_055059.2	O95450
NP_008919.3	Q9UHI8
NP_001305033.1	A0A024R1D7
NP_004851.2	P51116
NP_001129944.1	Q99732
NP_004270.2	O75439
NP_004854.1	A0A024R6H1
NP_055058.2	O15072
NP_001295259.1	E9PFI2
NP_004856.1	P62380
NP_004855.2	Q99988
NP_006301.3	P55786
NP_004271.1	O43324
NP_004857.4	O15126
NP_612510.1	Q9NZ01
NP_004860.2	A0A024R2C5
NP_004861.2	A0A0S2Z4W8
NP_001007026.1	E9PCW1
NP_004863.2	Q9BXS4
NP_004865.1	O95429
NP_001015048.1	A0A024R6M6
NP_004273.1	O95816
NP_004272.2	O95817
NP_976035.1	O15160
NP_975011.3	O75437
NP_004868.1	O60234
NP_004869.1	O14684
NP_006025.2	O14683
NP_004870.3	A0A024R3I8
NP_004872.2	Q53FA7
NP_004873.3	Q86X95
NP_004875.2	Q8IVU1
NP_004877.1	O96018
NP_004874.1	O14511
NP_004878.3	A0A0C4DGC1
NP_004274.1	A0A024R7G2
NP_004879.1	A0A024R883
NP_004880.1	P56134
NP_004882.1	O75394
NP_004881.2	O75391
NP_613258.2	O75367
NP_004887.2	O75436
NP_004885.1	P56378
NP_004888.2	Q9UNW1
NP_004275.4	Q86WJ1
NP_004276.2	O95479
NP_004277.2	O00178
NP_055382.2	P56945
NP_005449.5	H9NIL8
NP_004278.2	O14653
NP_065685.1	Q9NR23
NP_068370.1	F1D8S3
NP_954661.1	Q9NXR7
NP_036575.1	A0A140VJU9
NP_004889.1	O15516
NP_004891.5	Q9UH17
NP_005677.2	Q9UN79
NP_004892.1	Q9Y227
NP_006026.3	Q9Y5S2
NP_004896.1	P30041
NP_055443.1	Q15013
NP_878901.2	Q02930
NP_909122.1	A0A384NQ03
NP_001257460.1	Q15007
NP_001271188.1	Q96Q89
NP_004279.3	O60759
NP_005091.2	Q02952
NP_001382985.1	A0A286YEU6
NP_004281.1	Q9UBS8
NP_004902.1	A0A090N8Y2
NP_004280.5	Q9Y4A8
NP_004282.1	Q16568
NP_004904.2	Q9Y2B5
NP_004901.2	A0A024R5I7
NP_004283.2	A0A0S2Z4U0
NP_004284.1	A0A024R231
NP_004285.2	A0A024RDT1
NP_006303.4	Q9Y618
NP_055060.1	Q9UBF6
NP_004286.2	A0A024QZ59
NP_004908.4	A0A0C4DFQ5
NP_006302.2	O75376
NP_005450.3	O95843
NP_004909.1	A0A024R6P4
NP_001073864.2	Q6ZMQ8
NP_004288.1	O95837
NP_004898.2	A0A024R7H1
NP_005451.2	Q9Y6H5
NP_940999.1	A0A024QZM6
NP_005092.1	P05161
NP_004914.2	Q9Y4I5
NP_005093.2	Q9UHY8
NP_006527.1	Q9UQC9
NP_705618.1	O75694
NP_005094.1	Q99689
NP_054721.1	Q14164
NP_055445.2	Q92610
NP_036418.1	Q15014
NP_001380944.1	Q5TCZ1
NP_001269592.1	O94851
NP_055449.1	P49593
NP_055451.1	Q5JS13
NP_055452.3	A0A024R7W1
NP_055448.1	Q6PD62
NP_036394.1	Q7LGA3
NP_852118.2	Q8IWJ2
NP_055455.3	A0A024R424
NP_055453.2	O75038
NP_055454.1	Q6PGP7
NP_659198.1	O75159
NP_001018864.2	Q15051
NP_001362737.1	Q92539
NP_055458.1	Q92618
NP_079285.2	Q66GS9
NP_055465.1	A0A024R4I3
NP_055456.2	Q14676
NP_055464.1	Q14151
NP_055462.2	Q9Y4F3
NP_055463.1	Q86Y13
NP_056988.3	O60841
NP_055471.2	Q15053
NP_055469.3	O75056
NP_055470.1	Q96H78
NP_055468.2	Q2TBF2
NP_055467.3	O94829
NP_001290386.1	O43156
NP_001007158.1	A0A0U1RRH6
NP_055476.3	Q14153
NP_055480.1	Q15048
NP_001229825.1	O75140
NP_001121691.1	G5E9M7
NP_055481.1	A0A0S2Z4Y4
NP_055478.2	O75164
NP_694574.3	O75113
NP_001193996.1	Q7L1Q6
NP_055484.3	Q8N1F7
NP_055487.2	O15091
NP_055488.1	Q15006
NP_055486.2	Q15386
NP_055483.2	Q4ZG55
NP_036420.1	A0A024RD84
NP_055489.1	A0A024R2D5
NP_055494.2	Q86XR8
NP_036423.4	Q14674
NP_114477.1	Q9Y5G5
NP_001339766.1	O60284
NP_055496.2	Q14147
NP_055498.3	Q8IYT8
NP_055495.2	Q14667
NP_055500.1	Q15011
NP_055503.1	Q92738
NP_055501.2	O15063
NP_055502.1	Q92622
NP_055507.1	O43304
NP_055509.2	Q86TH1
NP_001372211.1	O60269
NP_055512.1	O75052
NP_055506.1	O60306
NP_055513.2	A1NY77
NP_067677.4	A0A024RDV0
NP_036563.1	O15041
NP_055515.1	O75154
NP_055517.3	Q6ZU52
NP_001180418.1	A0A024R5R0
NP_055519.1	O60308
NP_055514.3	O15015
NP_001374508.1	Q9Y4B6
NP_055521.1	Q15020
NP_055528.1	Q15012
NP_001171656.1	Q5JY77
NP_055523.1	P50748
NP_055531.1	Q15027
NP_055527.1	O15047
NP_055529.2	Q96RY7
NP_055533.2	Q9BQT9
NP_055534.2	Q9Y4C2
NP_055532.1	O15090
NP_001273374.1	A0A2R8YEE0
NP_055535.2	Q9H2G2
NP_114063.1	Q9Y5H5
NP_001156863.1	A0A804HJ42
NP_001381684.1	A7MCY6
NP_055545.1	Q14165
NP_055544.1	O94900
NP_001365343.1	A0A7I2SVS4
NP_001352547.1	O60299
NP_001375288.1	O60268
NP_001271165.2	Q7Z3T8
NP_055551.1	Q15004
NP_055549.1	Q92537
NP_055552.1	P50749
NP_055550.1	A0A024R1A2
NP_036426.4	A0A590UJR0
NP_055554.1	Q9NYF8
NP_055555.1	A0A024R8W0
NP_055557.2	A0A024QYR3
NP_055553.3	Q12767
NP_055561.2	P50876
NP_055558.2	Q92628
NP_055562.2	Q9UJD0
NP_061322.2	A0A0R4J2E8
NP_055563.1	Q15036
NP_054722.2	Q92620
NP_001136336.2	Q92508
NP_055567.2	Q15005
NP_055570.1	Q14140
NP_055569.1	P48651
NP_055566.3	O43312
NP_055565.3	Q15398
NP_055572.1	Q92585
NP_055568.3	Q14692
NP_001008938.1	Q14008
NP_055579.1	A0A024R110
NP_055580.1	A0A024R3W2
NP_055574.3	Q92561
NP_055578.2	P49406
NP_055581.3	A0A090N7T9
NP_055575.3	A0A024R2F3
NP_001231879.1	Q92563
NP_695005.1	A0A024R2X2
NP_055586.1	O75150
NP_055587.1	A0A024R259
NP_055588.3	Q14154
NP_055589.1	O75071
NP_476510.1	Q14161
NP_001007468.1	A8K8P3
NP_987096.1	A0A024R7C0
NP_054808.1	Q9BVL2
NP_055592.2	Q14146
NP_808818.1	A0A024RCG7
NP_055598.1	Q6P4F7
NP_055596.3	Q8TDY2
NP_055595.2	Q14999
NP_001073965.2	Q92546
NP_006029.1	Q9UM82
NP_055603.2	A0A024R165
NP_055601.2	Q96PE2
NP_066545.3	Q14691
NP_055608.2	O60294
NP_055606.1	Q14680
NP_001129502.1	A0A024RB73
NP_055612.2	O43167
NP_055610.1	O60315
NP_055613.1	Q9Y4G2
NP_536739.1	Q9UQC2
NP_055615.8	A4D1X5
NP_001354162.2	Q1HE23
NP_067679.6	O75121
NP_055620.1	Q7L775
NP_001317665.1	Q6AHZ1
NP_001277403.1	O14523
NP_055619.2	Q2KHM9
NP_055621.2	Q8N2Y8
NP_055624.2	Q5VV43
NP_055623.1	O94887
NP_055626.3	Q5T8A7
NP_055629.1	Q15008
NP_055630.2	O75448
NP_055627.2	Q5SW79
NP_055628.1	O94898
NP_055632.2	Q7L0X0
NP_036433.2	Q86UL8
NP_055635.3	O94826
NP_055634.3	O43164
NP_001034568.1	O15033
NP_055637.2	O94855
NP_055639.2	O94868
NP_036422.3	Q9UKI8
NP_001363271.1	O75152
NP_055643.1	O94842
NP_001287789.1	A0A0C4DG89
NP_055645.1	O15060
NP_055640.2	O60287
NP_653081.1	Q9H1P3
NP_001374620.1	Q96HA1
NP_055647.2	O60343
NP_055649.4	A6NMS7
NP_055651.1	A0A024QZL4
NP_001229721.1	O60641
NP_055655.1	A0A024RBL3
NP_057195.2	Q9Y4R8
NP_055653.2	O75132
NP_055660.1	Q92562
NP_055659.2	O15040
NP_001309961.1	Q7L1I2
NP_055662.3	Q14157
NP_055661.3	Q12768
NP_055664.3	Q7L0J3
NP_055666.2	Q9UJP4
NP_057280.2	Q9Y4C8
NP_055665.1	O43295
NP_055670.1	O43299
NP_987101.1	A0A024RDE5
NP_006030.2	Q9UBG0
NP_055673.2	O75069
NP_001353375.1	A0A804HKD7
NP_055675.1	O94864
NP_055674.4	Q17R89
NP_055671.2	O75064
NP_055679.1	A0A024R918
NP_055676.3	O75185
NP_055677.3	Q9HBZ2
NP_055680.3	Q15021
NP_055682.1	O94819
NP_055683.3	A0A024RBP0
NP_055688.1	Q92604
NP_055681.1	O15027
NP_055687.1	O15062
NP_055685.3	Q9NUA8
NP_001347165.1	A0A024R1P5
NP_055689.1	O95140
NP_055693.4	Q15397
NP_005452.2	Q9Y5Q3
NP_055694.3	A5JUU3
NP_055690.1	Q15058
NP_055695.2	Q8IX05
NP_055692.3	P42694
NP_055696.3	Q6PJP8
NP_005096.1	A0A023T787
NP_005098.2	Q9Y2C4
NP_005099.2	O75191
NP_665857.2	O95825
NP_005101.1	A0A0S2Z4X9
NP_005100.1	O95747
NP_059830.1	O75083
NP_031361.2	Q9Y238
NP_056180.1	A0A0S2Z4X0
NP_005104.4	Q8TBA6
NP_006032.1	Q9Y662
NP_006031.2	Q9Y661
NP_005453.2	O60732
NP_005105.1	A0A024R9R4
NP_006034.1	Q9Y278
NP_006033.1	Q9Y663
NP_006528.2	Q9Y6I4
